t,r,g,b
0.0,207.8764361381776,253.0076490401866,237.92677686733185
0.04,208.19321291756006,253.10531491368096,238.21034078375328
0.08,207.94397999067638,253.33785001647362,238.0681774404879
0.12,208.06444927081574,253.24761743519838,238.13810691648587
0.16,208.20993182484574,253.27452176607022,238.29859823896314
0.2,208.1039375089825,253.41326941936052,238.2363212985921
0.24,208.19431819347886,253.37111478972952,238.29777268435515
0.28,208.20472211077092,253.48531578230293,238.2670225828407
0.32,208.21143107816826,253.52817565244226,238.27235120797542
0.36,208.4528761730621,253.5333305280674,238.4118716664383
0.4,208.45458831232804,253.7048113645087,238.5172340745412
0.44,208.25773378436992,253.5559415427217,238.32350746319034
0.48,208.3036828342844,253.54918155281922,238.33940740358142
0.52,208.37229323324726,253.66373886261746,238.4638772634068
0.56,208.3737865838799,253.59241842523934,238.40803752931072
0.6,208.4662369950978,253.59890626881895,238.46099835425184
0.64,208.48313552556675,253.70388391784394,238.56214744370823
0.68,208.30228063996952,253.5800489176123,238.3692622515572
0.72,208.44695740485005,253.6668070321531,238.5180606759064
0.76,208.3813009036716,253.6431766827195,238.44539535566116
0.8,208.33475269545764,253.65250732922857,238.41474623854208
0.84,208.47552646566183,253.74006888343766,238.53756555616195
0.88,208.6956072302523,253.77396096608814,238.69200501921793
0.92,208.45395143096218,253.7290014528968,238.52285456093767
0.96,208.5040542400378,253.67956352953672,238.56901213852802
1.0,208.30553698139676,253.74868461359821,238.43847076029752
1.04,208.28929897006995,253.7348629847407,238.41829908942557
1.08,208.32440004034697,253.73866421060637,238.43874775154555
1.12,208.39823827362164,253.73962765539068,238.49031642852836
1.16,208.3359177439512,253.68875225397704,238.42534037299845
1.2,208.43565633421562,253.6323191821375,238.46474352812447
1.24,208.29166534972904,253.5518074085975,238.3847724189955
1.28,208.06580499219766,253.42268256711992,238.20312661554323
1.32,208.22981105444296,253.46121763921795,238.31279940377271
1.36,208.25049679764587,253.51462434797787,238.34225564154144
1.4000000000000001,208.20164972106764,253.49631468191117,238.29556641150765
1.44,208.33688458430103,253.56109190199345,238.41441918508107
1.48,208.29586793229933,253.43457281893376,238.29323343425128
1.52,207.99456378234808,253.40368850402544,238.0864172807174
1.56,208.32972302137017,253.53793550608373,238.3544792080715
1.6,208.41937116112342,253.73164508410184,238.4874715357527
1.6400000000000001,208.26914341371696,253.6338943359882,238.3529387499007
1.68,208.3689331030839,253.65323222996574,238.4124835161611
1.72,208.3617563415635,253.54616114389566,238.4054420632291
1.76,208.16595241320908,253.45545423229967,238.24229389534054
1.8,208.2548136833816,253.43649835643077,238.2784349381294
1.84,208.2741837193402,253.3183978777912,238.26926402783812
1.8800000000000001,208.05246468857226,253.20155664243438,238.08945100362303
1.92,207.9866910796711,253.16606124367019,238.01739839406548
1.96,207.91043112115105,253.19860946531082,237.96717990643916
2.0,207.88833073041766,253.16768876382017,237.94634477054754
2.04,207.88798625738482,253.1572173039989,237.94619098231152
2.08,208.08896607259138,253.22451318633287,238.0669981243904
2.12,207.92219117548183,253.13239267511761,237.90477457030462
2.16,208.04827209611824,253.14767807652328,237.9834814505158
2.2,208.1702993052451,253.037413066313,238.06637288278392
2.24,207.8004497929329,253.0183238600199,237.79798485897913
2.2800000000000002,207.853834708573,253.0158839378192,237.83121119812841
2.32,208.12672571131435,253.06735540425666,238.06367223879997
2.36,207.90612029704477,253.07805778144976,237.90664089023
2.4,208.05220394183033,253.11362398705398,238.01968464058103
2.44,207.89290538791334,253.1868819058069,237.9898493285751
2.48,207.7175835836077,253.08781889557346,237.821125627835
2.52,207.8436584162765,253.13724936102147,237.94376727865688
2.56,208.05327018514646,253.3100653647595,238.11383225924396
2.6,207.97187829710955,253.26546807956584,238.0237797083211
2.64,207.99784181327624,253.25102306899453,238.04051018205436
2.68,208.18330314895883,253.3966770554801,238.24473315656888
2.72,208.13569145688672,253.38755128778797,238.2061697522107
2.7600000000000002,208.24060073872994,253.42707194959416,238.26954525968802
2.8000000000000003,208.34528440749654,253.4936793065056,238.41444873442185
2.84,208.27665862942132,253.48324851444065,238.38458586883354
2.88,208.34289258786387,253.5722306076267,238.42521644269706
2.92,208.31794619923585,253.62372722473043,238.4323963139463
2.96,208.1631102321021,253.52753800504257,238.27794454538468
