t,r,g,b
0.0,46.769931932042056,53.96287841282065,51.223649387877344
0.04,46.76593464579602,53.97496806449444,51.22174955636642
0.08,46.735538360297696,53.95299215822897,51.196339691911504
0.12,46.7593692763119,53.95063392233204,51.20277568949113
0.16,46.78517948059727,53.951772802562175,51.219742763832095
0.2,46.74827589017038,53.91461148700271,51.18849180882296
0.24,46.754723093190556,53.93545258774369,51.20102662208939
0.28,46.76251494907637,53.894165632710106,51.19404155792296
0.32,46.756504758237526,53.921242051777284,51.19438994525633
0.36,46.7570212271791,53.917215223915264,51.19344461354473
0.4,46.76528982362637,53.9236063997327,51.201011341943186
0.44,46.75023786094252,53.90936734082672,51.18398620304666
0.48,46.77391190078907,53.92603594297857,51.20452068218722
0.52,46.80549188827972,53.91385053572193,51.194010997630556
0.56,46.79275843311269,53.9184681959037,51.191552931445116
0.6,46.807378476997265,53.9209608970872,51.200926791800875
0.64,46.82189054118203,53.94385870550676,51.208881635912824
0.68,46.79377609084964,53.93866141844578,51.19838010076747
0.72,46.856682415404016,53.97259556712772,51.25078387150008
0.76,46.86448140202472,53.98589846240982,51.26711732911194
0.8,46.8515431928986,53.98240338363558,51.25553905299766
0.84,46.89847157790939,54.01356367644392,51.29495164343066
0.88,46.91652354263059,54.02474059405134,51.310682044605805
0.92,46.89512930059715,54.01309814132301,51.2919363612471
0.96,46.87855441667533,53.98566314815834,51.27672650371919
1.0,46.84787290178126,53.977643108755935,51.251869780556724
1.04,46.803633822501745,53.9477724602869,51.21283002569102
1.08,46.83422161916579,53.97123665279229,51.238796087467634
1.12,46.84711093182406,53.98519965039026,51.26646945091304
1.16,46.83912349006689,53.98348114328091,51.26171732544471
1.2,46.86104235045321,53.9732577067964,51.272549930424404
1.24,46.849882750344825,53.97709607952196,51.26239780128883
1.28,46.84076559644523,53.970872985312724,51.25289151299933
1.32,46.84671568537568,53.9713436138157,51.25736248377758
1.36,46.83330379171735,53.9529259442621,51.229111530805795
1.4000000000000001,46.82505862482759,53.95036091705325,51.22509692706073
1.44,46.86889328957099,53.98077859475626,51.26226231732585
1.48,46.78873771730915,53.93692864986666,51.205515929043074
1.52,46.772006975896076,53.92709740380129,51.19182695540031
1.56,46.81975132071397,53.953559560991216,51.2309186627631
1.6,46.8181143077177,53.95842679689426,51.23042154867338
1.6400000000000001,46.80973467554138,53.95637008921568,51.22407519461813
1.68,46.8261567580012,53.9575150815043,51.23704192668382
1.72,46.86768106463909,53.97205464995223,51.27232276558422
1.76,46.84357918069893,53.981200326791395,51.259152298235854
1.8,46.85612316205308,53.968472983682844,51.26485077409221
1.84,46.87800025670646,53.97400643396023,51.278582532144334
1.8800000000000001,46.857953723567896,53.973614243541086,51.26413973795568
1.92,46.844383935065494,53.986802028388475,51.25768846022986
1.96,46.82369054240444,53.9680278220902,51.23696756330565
2.0,46.80579341649808,53.95725022563683,51.221396075650986
2.04,46.832705828662704,53.96700201494195,51.240102030629565
2.08,46.83607255420887,53.97165329144536,51.24260084387154
2.12,46.822571017026156,53.96724344125191,51.23600898880067
2.16,46.83517204425945,53.9767181505726,51.24576281545862
2.2,46.86478700494873,53.97911713352607,51.263914610468326
2.24,46.823025346706515,53.956510666560725,51.22906569036719
2.2800000000000002,46.83260090499213,53.95900234906781,51.236346170693494
2.32,46.830383246440235,53.96259012739567,51.2452504212227
2.36,46.81021039742642,53.950503531751124,51.22819472203377
2.4,46.818853866793795,53.935699107435724,51.228945486550415
2.44,46.78960461093692,53.94069469656686,51.22028062497835
2.48,46.76135977002361,53.91853542854698,51.19352101427573
2.52,46.78754179119986,53.93855955080445,51.21738350925875
2.56,46.79054179323721,53.931109970193525,51.214998787775066
2.6,46.772306466761606,53.91891641352558,51.20005073008539
2.64,46.81325012784389,53.9498159251721,51.236007970124255
2.68,46.83807934674319,53.94018026497811,51.247031067593255
2.72,46.80645555616676,53.92220979436998,51.22006670293155
2.7600000000000002,46.81179647660202,53.92643118942696,51.22556348085805
2.8000000000000003,46.81047525329389,53.92739485731399,51.22779132617408
2.84,46.80358594471032,53.92554392227091,51.22433088239788
2.88,46.81692856837254,53.94205055487304,51.2330456591142
2.92,46.807559801398845,53.93348552358949,51.224347181220494
2.96,46.7441909977528,53.889903490596595,51.166996717824595
3.0,46.77642090079518,53.914689925086535,51.19600760340075
