t,L,a,b
0.0,187.07868966563538,128.70457102752806,127.00137130706767
0.03348625103962956,187.1302595385477,128.69473081935428,126.9983437196787
0.06697250207925912,187.0576311098598,128.8080806169401,126.88165416347223
0.10045875311888867,187.10227821721148,128.8539560165376,126.78584871920634
0.13394500415851823,187.05373983137366,128.85675562092524,126.77594840745505
0.16743125519814778,187.01651075142877,128.89665111507944,126.74195437305754
0.20091750623777735,187.03198424428817,128.90693593187027,126.73559240937325
0.23440375727740692,187.03525678655458,128.9162157229146,126.73819057882821
0.26789000831703647,187.00703534964362,128.9113195135115,126.74471501132435
0.301376259356666,187.03075987752635,128.943750196641,126.71706374644438
0.33486251039629555,187.00488872881064,129.0079031576466,126.69532675359707
0.36834876143592515,187.0209610336671,129.00188716288315,126.68455992292289
0.4018350124755547,186.99725983343197,128.9898876914447,126.68206445000416
0.43532126351518424,187.13102484210026,128.9894876417913,126.69880128275403
0.46880751455481384,187.22074072203952,128.98693029119357,126.69873613250917
0.5022937655944434,187.30639508690092,128.97890978014544,126.68633369534106
0.5357800166340729,187.39754455448178,128.95711924769293,126.72565434500554
0.5692662676737025,187.47353067913744,128.9362519752085,126.72453657512901
0.602752518713332,187.49455619732765,128.94482639068,126.71799424557432
0.6362387697529616,187.51145452224938,128.96040531508802,126.69041273487204
0.6697250207925911,187.46337494079674,128.95607608367004,126.69785685332951
0.7032112718322208,187.49928713149674,128.95065609168842,126.69570032115884
0.7366975228718503,187.5461915016908,128.93204958437883,126.70102457287605
0.7701837739114799,187.6195355052431,128.9373835442542,126.71872054389819
0.8036700249511094,187.64830316206258,128.9366590690817,126.72050131840096
0.8371562759907389,187.6363946174233,128.92481364154327,126.74725097142513
0.8706425270303685,187.54147301749165,128.93793251301656,126.7376314424614
0.904128778069998,187.53255465071206,128.9421751335441,126.73204625480449
0.9376150291096277,187.42930884790002,128.94067907496247,126.73566321805905
0.9711012801492572,187.34426891946597,128.94010555853515,126.73341841817641
1.0045875311888868,187.36982789798626,128.90940096597788,126.81269912228231
1.0380737822285162,187.40924830643536,128.88634364889853,126.85554622691436
1.0715600332681459,187.3906834578358,128.88473661845876,126.85318388179857
1.1050462843077755,187.41623431353295,128.88660535753456,126.83345808120856
1.138532535347405,187.33865840510117,128.87593813150727,126.83424023070802
1.1720187863870346,187.28582287248958,128.89073161641818,126.802438024548
1.205505037426664,187.27684824181497,128.88403927299288,126.81539597398769
1.2389912884662937,187.216577855609,128.89290231961974,126.82153293243523
1.2724775395059231,187.20829431865604,128.89761775318118,126.8347934350374
1.3059637905455528,187.18417439674846,128.91049352937324,126.83352731082559
1.3394500415851822,187.22402243196322,128.9137159271869,126.84035416002018
1.3729362926248119,187.2761068118593,128.91033601738033,126.84475953777189
1.4064225436644415,187.3091591805687,128.90468440831506,126.85689383799445
1.439908794704071,187.29188310213553,128.91789420162473,126.84752023947686
1.4733950457437006,187.3000601237649,128.91314390551628,126.85984716045556
1.50688129678333,187.3035031103829,128.92162106036565,126.86201630978496
1.5403675478229597,187.3691191321505,128.93124785899266,126.85652366920851
1.5738537988625891,187.41268451044823,128.93389583580574,126.85845400992356
1.6073400499022188,187.47458861195315,128.92947025355403,126.87401463161821
1.6408263009418484,187.5264526623555,128.91573916925887,126.9107805341765
1.6743125519814779,187.5768274812091,128.90948252343338,126.93332807551764
1.7077988030211075,187.59634577144843,128.91792904297995,126.9338938800961
1.741285054060737,187.5125167108513,128.919517180592,126.93150239552932
1.7747713051003666,187.44379610387455,128.91142891094577,126.96172114104203
1.808257556139996,187.44854712041587,128.90491307365986,126.96384872091876
1.8417438071796257,187.33491982257442,128.91495563480657,126.95130324190086
1.8752300582192554,187.2678749788347,128.91363949365854,126.94813765949255
1.9087163092588848,187.23842557309158,128.9128304266908,126.96055821167494
1.9422025602985145,187.20152164741987,128.9249997196112,126.95030114025103
1.975688811338144,187.1843892476052,128.91811004664078,126.9632572474715
2.0091750623777735,187.1301213234891,128.99331275217332,127.07623716689932
2.042661313417403,187.147601458033,128.97003849880764,127.09920535929567
2.0761475644570324,187.16528537754218,128.97088848751426,127.08960827222532
2.1096338154966623,187.16516962996687,128.97339632342857,127.09042031053859
2.1431200665362917,187.14696923707973,128.98826358850923,127.06756994940989
2.176606317575921,187.13520952551437,128.99597293972715,127.04235792481224
2.210092568615551,187.13851605907905,129.003591956452,127.01902788365358
2.2435788196551805,187.13237333958185,129.01215964023044,127.00761904087229
2.27706507069481,187.12235603086415,129.00641882406578,127.01659712141075
2.3105513217344393,187.1093625566901,129.0060590550629,127.02580761517873
2.344037572774069,187.13444733250424,128.9942778422434,127.03865434099947
2.3775238238136986,187.1679571036259,129.00444288396756,127.05131522022948
2.411010074853328,187.17392699209205,129.00784927219712,127.04310549494434
2.444496325892958,187.1553190432546,128.99729605051684,127.06064164522674
2.4779825769325874,187.2108388365046,128.98320608180086,127.06935261472091
2.511468827972217,187.25936404425008,128.98298672629605,127.06403557675799
2.5449550790118463,187.31471212939368,128.98400135532924,127.05949660677926
2.578441330051476,187.28933477565863,128.99030358008855,127.05696129388193
2.6119275810911056,187.29925553697393,128.9699501863966,127.0664080760017
2.645413832130735,187.31827414431487,128.97786273690392,127.06820929417867
2.6789000831703644,187.31476062952737,128.9722143936027,127.07695084995221
2.7123863342099943,187.4007304693668,128.98583779328618,127.04479835915434
2.7458725852496237,187.36701639023448,128.98688761355953,127.04564018651288
2.779358836289253,187.3608399283181,128.9807684386215,127.05710588828286
2.812845087328883,187.33767957228324,128.97263781079764,127.07923705732287
2.8463313383685125,187.3416372955345,128.9755652052344,127.07364576766116
2.879817589408142,187.32440348363494,128.9774017746138,127.08184851358155
2.9133038404477714,187.3386121818403,128.9862709940126,127.05721329084002
2.9467900914874012,187.32024229969855,128.97143297433274,127.08341126701907
2.9802763425270307,187.31086485314862,128.97765047537305,127.06193781226204
3.01376259356666,187.2590442167587,129.0167136738769,127.1479904635914
3.04724884460629,187.24239807171108,129.01295546713567,127.14927712193798
3.0807350956459194,187.31271511910586,129.00524324596023,127.15477571076038
3.114221346685549,187.28867123376136,129.00768348775495,127.15181714478624
3.1477075977251783,187.25499646580136,129.0031904512212,127.15575983358866
3.181193848764808,187.3811130966145,129.00278255753562,127.1459281016453
3.2146800998044376,187.3366039331209,129.01069804726026,127.14640414397383
3.248166350844067,187.3275683598627,129.01048783677314,127.12458660383194
3.281652601883697,187.2386736889685,129.007978142205,127.12186189242519
3.3151388529233263,187.16258195406883,129.0124229746924,127.11241568580598
3.3486251039629558,187.08828258439206,129.00822491275053,127.11475293925896
3.382111355002585,187.01314254221458,129.00398151315852,127.11646495503194
3.415597606042215,186.9718564997172,129.00549990865218,127.10783711830078
3.4490838570818445,186.98127318036674,129.0046404688554,127.08252777704064
3.482570108121474,186.99027976293183,129.01116145156655,127.06735040631725
3.516056359161104,187.05553271652872,129.0194402140526,127.04561130051275
3.5495426102007333,187.05427206161335,129.01423246705014,127.02919719147073
3.5830288612403627,187.08231188295773,129.00845377716266,127.01861496510591
3.616515112279992,187.13877038737985,129.02049903951473,126.99087609255415
3.650001363319622,187.12144733845076,129.01913927170108,126.98663268970245
3.6834876143592514,187.10575931630274,129.01858096900918,126.96910804677837
3.716973865398881,187.10123995143044,129.0182165811749,126.94993555348856
3.7504601164385107,187.1429786093361,129.03471612057234,126.91713703871821
3.78394636747814,187.0992320024639,129.04442301605485,126.89506616621756
3.8174326185177696,187.07112976242684,129.0464256826903,126.879277532629
3.850918869557399,187.06733983009596,129.0499102617531,126.83223765318414
3.884405120597029,187.00733017781667,129.04013917623587,126.82932243829177
3.9178913716366583,186.97633222350447,129.0379281106073,126.83379822672845
3.951377622676288,186.94393789284027,129.02409121646173,126.82613798829301
3.984863873715917,186.95944812014142,129.02860092593892,126.810025770956
4.018350124755547,186.94708091193462,128.9552974333527,126.77777371878327
4.051836375795177,186.92696473070103,128.91798007697983,126.81455587302723
4.085322626834806,186.94564017810177,128.90527014379467,126.83651935000978
4.118808877874436,186.95683285227938,128.92012220174843,126.82723969441874
4.152295128914065,187.00863293866254,128.923301218235,126.82022342416815
4.185781379953695,186.9819660346254,128.9163883894553,126.82613668500298
4.219267630993325,186.9996354274999,128.9318787666171,126.79913432496633
4.252753882032954,187.04345668678945,128.9474356281918,126.77291207886665
4.2862401330725834,187.02319998030092,128.9417957135849,126.78591749353302
4.319726384112213,187.0219844787937,128.93220471742387,126.8104110976457
4.353212635151842,187.01490858796853,128.92448135695815,126.82808529123318
4.386698886191472,187.0417635629096,128.9326938476669,126.82804991969653
4.420185137231102,187.02718723884624,128.93352707913087,126.82849285768677
4.453671388270731,187.0483494315041,128.92477672760663,126.82544070536639
4.487157639310361,187.1008876654941,128.92665585935478,126.82934091217038
4.52064389034999,187.1372726603094,128.92927700013078,126.8402715757625
4.55413014138962,187.16279213860378,128.92575260136624,126.85746926409192
4.58761639242925,187.193108377487,128.9330255137741,126.85993598820923
4.621102643468879,187.2708175847747,128.93393723434394,126.87364870584506
4.6545888945085085,187.30865241892047,128.91684935196912,126.92191224686013
4.688075145548138,187.32267836824963,128.91765211995346,126.92356194882319
4.721561396587767,187.3255069449819,128.91158216308872,126.94809798266525
4.755047647627397,187.35801726320938,128.91186502720421,126.96391185790654
4.788533898667027,187.36999781331045,128.91043703634372,126.96768705966221
4.822020149706656,187.4135753154918,128.90204474108845,127.0042449708886
4.855506400746286,187.44991232163073,128.89819866006937,127.01407599978855
4.888992651785916,187.47064162755152,128.9050477802515,127.01447062207913
4.922478902825545,187.47755239745496,128.90570940874198,127.02554469228556
4.955965153865175,187.50306561937663,128.91076436223995,127.02161388095563
4.989451404904804,187.48657477972262,128.9180617840806,127.01765925506155
5.022937655944434,187.49958532184755,129.02008042793142,127.09557231638075
5.0564239069840635,187.4902636548855,129.00068773593847,127.11943889304368
5.0899101580236925,187.50193887439076,129.0030951522098,127.11215766596496
5.123396409063322,187.55323286504253,128.99497154600027,127.11435192178257
5.156882660102952,187.50202577953016,128.9966174217127,127.11015244033794
5.190368911142581,187.51713213251827,128.983805648695,127.12790016440603
5.223855162182211,187.54669790424427,128.98628313605315,127.1287818119582
5.257341413221841,187.5033584940658,128.99069916635443,127.12651342037728
5.29082766426147,187.48395937289507,128.99019137286317,127.13160271190085
5.3243139153011,187.52863827296176,128.99748709088158,127.11561806530693
5.357800166340729,187.53960109490274,129.00175587877763,127.10845898970429
5.391286417380359,187.5737074292115,129.0088962719305,127.10208697747564
5.424772668419989,187.63772344648547,129.00431120635034,127.10231289497817
5.458258919459618,187.607522192698,128.9861733029801,127.11281639985145
5.4917451704992475,187.63592672376234,128.99314347042298,127.09898149094445
5.525231421538877,187.62690644288463,128.99833284287854,127.08664787077811
5.558717672578506,187.62247171679553,128.99299940808666,127.09847478067239
5.592203923618136,187.6341911108358,128.99342605442024,127.10702003034937
5.625690174657766,187.58851007795394,128.9966513452488,127.1116532632725
5.659176425697395,187.57559918105744,128.99578204173005,127.11253757939073
5.692662676737025,187.5830519880498,128.98942373442745,127.10869599121754
5.726148927776655,187.52287493512733,128.98828194702762,127.11947522232998
5.759635178816284,187.4712334426015,128.99558926931275,127.10840528619742
5.793121429855914,187.4067832607564,128.99524280738166,127.10371360915518
5.826607680895543,187.3496255433523,128.9942101389265,127.105568506252
5.860093931935173,187.27128769649732,128.99848419421195,127.0911793868379
5.8935801829748025,187.26168805256427,128.99546837972636,127.08027948296296
5.9270664340144315,187.14935896196107,129.00459934677085,127.05145981118999
5.960552685054061,187.1627976971661,129.00092552302672,127.06043571961429
5.994038936093691,187.20212237004142,129.00903163807368,127.03230881520778
6.02752518713332,187.25129614142995,128.9453385905082,127.08475794730312
6.06101143817295,187.26087222708458,128.91906416725647,127.10669524675122
6.09449768921258,187.2806610335997,128.91659660917307,127.10074366962839
6.127983940252209,187.28917430556746,128.91163125261156,127.09919789752581
6.161470191291839,187.30427642411792,128.90948520560005,127.08392888912186
6.194956442331469,187.33373505331917,128.9032901560666,127.06843659035968
6.228442693371098,187.43182200677194,128.91284108793627,127.04995262425825
6.261928944410728,187.50428524152974,128.92138480451848,127.02141686791381
6.2954151954503565,187.55275252487462,128.91450907254108,127.01737208169118
6.328901446489986,187.68455977466337,128.92291109957537,126.99260252531488
6.362387697529616,187.68968272469897,128.93089780240382,126.95597715439254
6.395873948569245,187.65410763197525,128.92785383065953,126.94917237100921
6.429360199608875,187.6328823461446,128.92140752383932,126.93428693735062
6.462846450648505,187.64081953121303,128.92470672007659,126.91596823295711
6.496332701688134,187.61311503151754,128.91617885044104,126.90448835342195
6.529818952727764,187.62358474388395,128.91165960932122,126.90907012204889
6.563305203767394,187.63163175400345,128.91110539709038,126.8928401961716
6.596791454807023,187.58741670851822,128.91968539143778,126.87636603290682
6.630277705846653,187.5492106573567,128.91987252695074,126.86263417956656
6.663763956886282,187.534142408762,128.92526699456624,126.8344787847962
6.6972502079259115,187.5230549368958,128.94516015905796,126.79389189744808
6.730736458965541,187.49185146154463,128.94665434182048,126.77613358886386
6.76422271000517,187.39660092880774,128.94880304471505,126.77335978646424
6.7977089610448,187.3804941758483,128.93945253540963,126.77297937010553
6.83119521208443,187.42225459673176,128.9471379992415,126.7375720471
6.864681463124059,187.45075622895885,128.96671551533314,126.69908679581278
6.898167714163689,187.40415359746225,128.9770868453739,126.68812072753398
6.931653965203319,187.4568996679653,128.99181358750738,126.66042911532855
6.965140216242948,187.48331523688182,129.016662357463,126.62153279714607
6.998626467282578,187.55494672987103,129.02962535691978,126.5976807967066
7.032112718322208,187.6226276233577,129.0809699790368,126.44807873298949
7.065598969361837,187.67465782400544,129.04855612663727,126.46606320638756
7.0990852204014665,187.75437758270402,129.0431645324952,126.4801742452905
7.1325714714410955,187.85789828284103,129.03813907855886,126.48816749655361
7.166057722480725,187.9901988319383,129.03918187839727,126.48345622333468
7.199543973520355,188.0923147109582,129.02442958803152,126.50983045134109
7.233030224559984,188.26848392488557,129.01515019053986,126.51103793033832
7.266516475599614,188.32317304090105,129.0003602414043,126.52457709365785
7.300002726639244,188.4762400567362,129.00276885576642,126.51574384810601
7.333488977678873,188.63222269262096,129.00018487215678,126.50848940742006
7.366975228718503,188.66979609217367,128.99203476820963,126.52010548933893
7.400461479758133,188.77898861832426,129.00000057838926,126.49986133098733
7.433947730797762,188.8550937697234,128.98721974936043,126.51522330309783
7.467433981837392,188.9387173406734,128.97227246317328,126.50882678927209
7.5009202328770215,188.98777536446596,128.97292412419168,126.51217758679553
7.5344064839166505,188.9903529614235,128.9662544291953,126.5365205681004
7.56789273495628,189.01101731106016,128.98526394704427,126.5195465429612
7.601378985995909,188.94294367041124,128.96707300355055,126.55456035589835
7.634865237035539,188.98989881331403,128.97085306049027,126.53998146795067
7.668351488075169,188.93793799064673,128.97343326346922,126.53740878813778
7.701837739114798,188.99965943973092,128.97883432231393,126.53165953985209
7.735323990154428,188.9300939022521,128.96501856558822,126.56430550528657
7.768810241194058,188.96958700520875,128.96708769821657,126.58606243016209
7.802296492233687,189.0097406489944,128.9583696555242,126.60651597736626
7.835782743273317,189.05045401057384,128.9284681629158,126.67864104144277
7.869268994312947,189.0963789284741,128.92702001051856,126.69832202478351
7.902755245352576,189.12906994501645,128.9369866267357,126.70929345714842
7.936241496392205,189.1918479295783,128.94409625369798,126.71426544234616
7.969727747431834,189.20777500018917,128.92709271821292,126.76609654895984
8.003213998471464,189.25488898515025,128.92789028961727,126.78761272024556
8.036700249511094,189.20552484442038,128.99416772346072,127.06371443596638
8.070186500550724,189.2039919400022,128.9678869422686,127.09350152828131
8.103672751590354,189.18131295331162,128.96200836511764,127.10096886406055
