t,r,g,b
0.0,321.4680225982171,308.0070896737324,344.36869433356037
0.04,321.76588729560575,307.67819051318617,344.4868093831903
0.08,321.10220000609297,307.7245789466173,344.0028405421966
0.12,321.1176505305712,307.82742461859476,344.00975732658935
0.16,321.8831020051433,308.2543157328967,344.4860279604417
0.2,321.7352093597926,308.12946678988106,344.3384367550992
0.24,321.95357160652935,308.23225581364755,344.5912196293105
0.28,322.6446995365408,308.6122407974982,345.0097403600661
0.32,322.6919022401021,308.80017241723624,345.0991677745525
0.36,322.84694384842254,308.9713095802028,345.218872810526
0.4,323.00624884495016,309.17312136685615,345.0233926628505
0.44,322.8902823529132,309.0148489886322,344.90612524763435
0.48,322.81955706293115,309.0336926527242,344.90178808041884
0.52,322.76807715546505,309.1655358590997,345.22397441581126
0.56,322.53157687147166,308.9119242696562,344.869864039793
0.6,322.58754519572625,308.9140288258354,344.8901376698196
0.64,322.725616146851,309.2432370414362,345.1069387591396
0.68,322.78127831446756,309.1791360529093,345.0212171854232
0.72,322.907819936033,309.3841646933681,345.0939343301868
0.76,324.12651640200977,310.29110176766545,345.618602359951
0.8,324.1415573808482,310.28588549985545,345.5534311377593
0.84,324.3438807953365,310.4989021098803,345.7540109298817
0.88,325.72557311422526,311.4656938971355,346.0938798753622
0.92,325.7021246301492,311.5084221835834,346.0271934577669
0.96,326.955922537322,312.2707286474498,346.45191713074513
1.0,327.03363263693865,312.3172166130227,346.4178112886276
1.04,326.9568077700552,312.2413513250622,346.4592025156489
1.08,327.01602200241933,312.31422961126685,346.39780326288434
1.12,327.6622226749399,312.74251399133675,346.70250098234317
1.16,327.70149862181785,312.6729518036657,346.7116778406945
1.2,327.70508313353145,312.74314146456345,346.71351673442297
1.24,328.318348280608,313.3199395904676,346.9340310816589
1.28,328.4132950398409,313.1995388040282,346.87927774430574
1.32,328.4146187098168,313.3031123961358,346.9328418074235
1.36,328.49111407839604,313.3589562503337,347.13672143031334
1.4000000000000001,328.41030638531305,313.3158864400491,347.0166500187521
1.44,328.44796115743895,313.37755221689935,347.0830452290985
1.48,329.1081421673415,313.6805685122771,346.7687729984232
1.52,329.1011222694645,313.6549290944241,346.75154902959474
1.56,329.0970996515693,313.6812406731747,346.7932021600076
1.6,329.4552095333451,313.8881250265729,347.12143411827094
1.6400000000000001,329.4190912538375,313.86623297726555,347.05744408385294
1.68,329.352199894313,313.8591852257428,346.9999684626413
1.72,329.51151341381444,313.90096528690265,347.1216186878788
1.76,329.39120668590544,313.8753982002087,347.0191265934466
1.8,329.5990220215125,313.97419482980484,347.1239961838295
1.84,329.64761502421834,314.0917081438739,347.2622001595563
1.8800000000000001,329.50853458638505,314.06358126390154,347.1243022550143
1.92,329.77491796852485,314.3816878921278,347.55060073214304
1.96,329.7746243118736,314.3994470819192,347.52178584576745
2.0,329.77777887815455,314.3893073264373,347.4756775027681
2.04,329.81165990525574,314.42158701223025,347.5078178834357
2.08,330.1703716948651,314.6598939903961,347.52846595153187
2.12,330.1391589766214,314.6898865886008,347.46413126875893
2.16,330.2092912994276,314.7213681385922,347.491611303893
2.2,330.5281946147056,314.7924664728774,347.7202217350969
2.24,330.4546470263817,314.78076845454854,347.7335581203264
2.2800000000000002,330.5636529807493,314.8049665200123,347.77884069787854
2.32,330.50746777922734,314.79729784392964,347.9270453647099
