t,L,a,b
0.0,208.73193069380105,167.85248782766277,192.23586249915007
0.04,208.81112996538238,167.8377672075609,192.2776578856347
0.08,208.59197468272106,167.80924092506808,192.2914029450109
0.12,208.69040580369943,167.8340319924793,192.2826465484366
0.16,208.66355275566343,167.81587030363588,192.26383152953142
0.2,208.64396024442232,167.817796297008,192.26564666373014
0.24,208.64386564459437,167.828481643199,192.26220411686626
0.28,208.61791129492383,167.82618907549363,192.26091371608817
0.32,208.5917396612735,167.8331805940278,192.24574818117048
0.36,208.6242553958855,167.85104665840888,192.23083983953504
0.4,208.6022225047078,167.85946456497382,192.22522445287302
0.44,208.56112331383198,167.83901917715886,192.25350832330673
0.48,208.64194999807845,167.8635574856548,192.21638084708235
0.52,208.6278176706566,167.81996026807226,192.28976666361189
0.56,208.53587994099337,167.86798298385594,192.2618789299577
0.6,208.5572240271738,167.83933401721126,192.30141870179474
0.64,208.59969195931026,167.84571507123073,192.27933259821384
0.68,208.58618783387087,167.84517112222002,192.284232573677
0.72,208.66438198228028,167.83800814149768,192.28572104284484
0.76,208.6577348662447,167.84536623436517,192.27442671026142
0.8,208.63993531736764,167.84379646847017,192.28096592336823
0.84,208.64460914011713,167.84813475745491,192.28864920314427
0.88,208.70259883464837,167.8527331959665,192.25739430686411
0.92,208.66496288434877,167.8523887934679,192.28005244377962
0.96,208.761154650025,167.86095155601936,192.25468786491143
1.0,208.7083664679085,167.84826926658528,192.2725007168893
1.04,208.62964167358922,167.85167633851367,192.2789379395566
1.08,208.71633059092375,167.85994791096974,192.27517759639574
1.12,208.75690357025664,167.85666795756015,192.2600046708665
1.16,208.7394247739212,167.8621857881496,192.25859010781423
1.2,208.78244848004684,167.86218726627192,192.26399855735264
1.24,208.829596147422,167.88163344340418,192.24624778651184
1.28,208.74919959676822,167.86984393984633,192.2607629476124
1.32,208.7548711520781,167.86384128513868,192.26377240463893
1.36,208.79363047533457,167.87802091247445,192.25355710134303
1.4000000000000001,208.77340089337713,167.87485477448288,192.25533823872857
1.44,208.82586684482968,167.8623129066684,192.2565695146142
1.48,208.87845104606717,167.8369941495919,192.28022094972314
1.52,208.7547336867031,167.8449287101609,192.28384530563136
1.56,208.81703210777286,167.85152113567094,192.2865000133031
1.6,208.7993256806014,167.85817268607343,192.26273624089845
1.6400000000000001,208.81657536797854,167.8395926886158,192.2896543263162
1.68,208.85713208796602,167.840238628066,192.28981396352586
1.72,208.9290427384285,167.85179902266552,192.27130343781687
1.76,208.90393683096488,167.85657631397683,192.2725849698611
1.8,208.94230001744185,167.86648121158728,192.26734650438854
1.84,208.9305208607402,167.85522235393935,192.25510469540333
1.8800000000000001,208.96222954057004,167.85580473413015,192.26805895934277
1.92,208.88490009371296,167.82388616093203,192.31246914419674
1.96,208.88456899431515,167.8364250725019,192.29795693934082
2.0,208.86416795016953,167.8318502839473,192.31100432498587
2.04,208.88459707863908,167.82551061735256,192.30952915891885
2.08,208.8732864867102,167.8308495951423,192.3027933555446
2.12,208.88429406356516,167.8350918061768,192.30623738053077
2.16,208.8850050403971,167.8586249915008,192.27611324781904
2.2,208.92235866933518,167.85298299863717,192.2811152137217
2.24,208.8543546961424,167.84744447433536,192.2889803025421
2.2800000000000002,208.850264731706,167.85521052896084,192.28699961864444
2.32,208.8530125610834,167.8614127301806,192.2802283403347
2.36,208.85927684344023,167.86495135499473,192.28289635110727
2.4,208.90054601838193,167.85948378056386,192.28342699701716
2.44,208.88167926519583,167.83762382969667,192.28401972406414
2.48,208.85309237968823,167.82360975205975,192.29565106853462
2.52,208.8892886388563,167.84745482119155,192.26329053676534
2.56,208.89933247996404,167.8411269795753,192.2645513750972
2.6,208.89429060475896,167.83668374390643,192.27839399054594
2.64,208.87835644623922,167.83566236138907,192.27066193273362
2.68,208.87546376087528,167.82724297670183,192.28015886858606
2.72,208.8748444276267,167.83554706784878,192.27422568562704
2.7600000000000002,208.92459654651503,167.84880730310672,192.25806833063822
2.8000000000000003,208.82013616462734,167.86935172511656,192.24757661847002
2.84,208.78746966153955,167.8624134189856,192.25649708662093
2.88,208.63205692544648,167.86966804329126,192.27974203809416
2.92,208.6190479709815,167.87282383442664,192.27517464015114
2.96,208.56146623820828,167.87377426707306,192.27632905367653
3.0,208.5707547588148,167.86928964397947,192.27610585720748
3.04,208.63901001280053,167.87484738387133,192.26700358001224
3.08,208.62399968072557,167.87515778955677,192.26835901817205
