t,L,a,b
0.0,148.81503618326406,135.50535193150688,147.03861804835236
0.04,148.91610753670915,135.51657321640565,147.02999354431574
0.08,148.96119335862414,135.4981708894579,147.0472836559967
0.12,148.93953901095048,135.496164066259,147.0442492426056
0.16,148.9448945692463,135.49473511142705,147.0469983486021
0.2,148.93759746995207,135.50812038037762,147.017790608551
0.24,148.90357577208292,135.4950300902587,147.0192969348798
0.28,148.95318299084357,135.5137781710829,147.00651854860743
0.32,148.98769551414568,135.52192152112363,147.01266232902714
0.36,148.9602383042102,135.5182149428539,147.01121644918024
0.4,148.99044220228294,135.51454221461404,147.0154597922092
0.44,148.98807511805197,135.33633389669455,147.51810130346794
0.48,148.939937957731,135.25046120665684,147.69366206548045
0.52,148.95871747072576,135.23944543979653,147.70157571889
0.56,149.08094025711517,135.22917920931167,147.68811066058333
0.6,149.05609191733822,135.20685027890008,147.69815928373336
0.64,149.05430511933343,135.22080132692116,147.69097824168438
0.68,149.3897323187996,135.17831953944616,147.72135622562496
0.72,149.40352137024922,135.17567923711704,147.72050997487844
0.76,149.55823776744546,135.15291750989508,147.73404031538556
0.8,149.81787958577237,135.1169542710275,147.74460877827988
0.84,149.77768267531297,135.1606135559698,147.7122481497332
0.88,149.82917582430866,135.08701150175656,147.75307128574502
0.92,149.82868741673497,135.07689034282828,147.7614515859948
0.96,149.74392210624558,135.08402302769173,147.7585985120494
1.0,149.75719373581018,135.09403780081192,147.75368783986033
1.04,149.7995546303214,135.09492515516612,147.76130651443825
1.08,149.78766601626253,135.10472473881077,147.75966478799
1.12,149.79374935020033,135.09650643513243,147.762786244315
1.16,149.75788524356307,135.10537030723737,147.75643211013832
1.2,149.7450343215124,135.1001598204981,147.76249126548336
1.24,149.7649623176632,135.1239684807865,147.742672073
1.28,149.7616087468477,135.1133178106768,147.75564147015515
1.32,149.7826126903762,135.10491816755282,147.75510954111448
1.36,149.77247702429224,135.10154525386312,147.75525944838958
1.4,149.64223178082588,135.09565776652667,147.76142740740204
1.44,149.63728000502914,135.09078578008604,147.76368085224703
1.48,149.67369780144057,135.13278883142442,147.59416715628316
1.52,149.72746857387406,135.26843315465354,147.22668397853909
1.56,149.7111697844962,135.25008885632838,147.25573455773727
1.6,149.7171757469372,135.25154682547168,147.23860160690927
1.64,149.71643346413953,135.30239924175933,147.1768688238807
1.68,149.67389606590118,135.2990625959588,147.16796868388667
1.72,149.69363063330988,135.3136205266581,147.16053860233228
1.76,149.65665431140576,135.31763900877442,147.14101438868056
1.8,149.61965622876818,135.31251072925053,147.1393339764839
1.84,149.68873688613576,135.34925735452344,147.04982482609546
1.88,149.6670631955879,135.35692438628686,147.03940627047623
1.92,149.56232636748075,135.3528913970149,147.0449842718254
1.96,149.51631450546316,135.60479848351866,146.5953422358912
2.0,149.44183960405135,135.8678470655651,145.98579749461422
2.04,149.44340637686204,135.83786561054575,146.04272599126185
2.08,149.4336019574989,135.85928542586964,146.0164438609344
2.12,149.46550319278316,135.8849582556596,145.97159498922844
2.16,149.47182105907072,135.87829947121418,145.98158800161514
2.2,149.49957324783782,135.87663356617318,145.98175241604588
2.24,149.5987997746555,135.86427105169625,145.99706713669852
2.28,149.56574038477814,135.86234401785347,146.00161271213693
2.32,149.58312721083007,135.8482116303867,146.0312532489984
2.36,149.51111852587957,135.79539107664857,146.12067777431218
2.4,149.49744311381588,135.7861427649188,146.12627511853557
2.44,149.49180466598483,135.87066145376207,145.93079844966863
2.48,149.47643675242813,136.02947854029,145.49733672800775
2.52,149.4487667708764,136.00524433676912,145.5426159786648
2.56,149.44500458184334,136.03721327211315,145.48670056505372
2.6,149.4809678207109,136.0442274818721,145.43770506468982
2.64,149.4742365004872,136.02653358769214,145.4671159049201
2.68,149.50138664229465,136.03192299601778,145.45391922899304
2.72,149.5128690559952,136.07408079034985,145.42089610700478
2.76,149.50643271460314,136.08032370299983,145.42550938250292
2.8,149.61895263171894,136.10405982750993,145.29376264842634
2.84,149.60067361559422,136.0930440606496,145.31078679558692
2.88,149.52728433299723,136.08830263860983,145.30752752128322
2.92,149.48373385172235,136.25069090328805,145.0133514189207
2.96,149.4952186832822,136.49359871756744,144.54682063594535
3.0,149.47580327329788,136.47602088063272,144.58833527971004
3.04,149.4728607385593,136.49943542985912,144.54694152890914
3.08,149.50394957312693,136.4881778770712,144.50971133178106
3.12,149.50333060115236,136.46273957963098,144.5351568827991
3.16,149.49930244759895,136.47634245591638,144.51572938351842
3.2,149.5510736504114,136.49862061128317,144.47613693787795
3.24,149.5556216437091,136.49845619685243,144.4858736571814
