t,L,a,b
0.0,59.46791770073615,40.76427420663797,45.603971221205406
0.04,59.45946154607043,40.76318691878802,45.60542637029208
0.08,59.46054871114002,40.76482229506831,45.60418498577616
0.12,59.48103623973583,40.76958577455134,45.60030243193517
0.16,59.47843691786193,40.76847697999147,45.60117707096322
0.2,59.482094608556494,40.76549647283838,45.606077589959696
0.24,59.468010724306495,40.76383095432651,45.60782599627011
0.28,59.448059194408486,40.76308952801372,45.60973883262797
0.32,59.47097483490457,40.768645761255854,45.604478767492445
0.36,59.46812887403947,40.76519584722869,45.60753800854224
0.4,59.45822841820781,40.764300531825896,45.60849493243039
0.44,59.4589768216329,40.76408602506592,45.60850447624976
0.48,59.48734789307191,40.76690953723545,45.60211902332531
0.52,59.479823751456514,40.76441937379202,45.60582863270618
0.56,59.487312542596655,40.76424710511625,45.60381535844883
0.6,59.49651796080917,40.76546070603764,45.60418535327706
0.64,59.4919124068046,40.76561596659831,45.6050194739271
0.68,59.5043608241783,40.76698134229145,45.603163260346136
0.72,59.4712295457541,40.76257353160605,45.60557466222236
0.76,59.46557672506898,40.76277033008671,45.60612839208138
0.8,59.470131953732334,40.76150323926071,45.60642946314849
0.84,59.51343821373042,40.76798831758724,45.60269932197176
0.88,59.501986361896776,40.76749127089332,45.60321932566887
0.92,59.502490729729445,40.76795937321824,45.60300463879679
0.96,59.49694951131853,40.77168655983009,45.5984766596823
1.0,59.49482374586146,40.77358077492706,45.59821562118209
1.04,59.49834772865197,40.77388817681762,45.597043526788845
1.08,59.48135417992067,40.77630804265696,45.59255776695104
1.12,59.48095062234546,40.7766555293418,45.593111623527896
1.16,59.485367453317735,40.768954018361526,45.602338474968256
1.2,59.470529046152855,40.76618339571954,45.605722530610464
1.24,59.45540467290798,40.76517932533486,45.6062453329165
1.28,59.45840871132932,40.76552453092202,45.60582487104428
1.32,59.472253509105045,40.76819324490721,45.601246535819975
1.36,59.46069529992643,40.767797282728026,45.60263587853164
1.4,59.46188118868239,40.76681301866144,45.60264485251641
1.44,59.4644131651056,40.76913153314216,45.60044379248634
1.48,59.46553864380543,40.76835129112446,45.601202097603945
1.52,59.47737678783405,40.769558043042274,45.60025567210545
1.56,59.46233338802324,40.772735962069966,45.59891510039383
1.6,59.46233456660544,40.77250078534668,45.60011415751876
1.64,59.4641273746729,40.77315788112627,45.59871157759904
1.68,59.42582326492543,40.77074152799643,45.59958773253712
1.72,59.42378443671653,40.77207161208465,45.59896470123437
1.76,59.45619931383605,40.77265846629191,45.597673451814366
1.8,59.47653541382636,40.77296021131148,45.5958579175776
1.84,59.47654774650632,40.77411192677464,45.595828941088094
1.88,59.47718055117099,40.77341508995136,45.59609628036058
1.92,59.478946579789024,40.77446120607073,45.59576526400332
1.96,59.47796429809252,40.774614285902445,45.59594823364317
2.0,59.49307056580652,40.775426590069216,45.59397707776896
2.04,59.492184576317335,40.77659252857352,45.59332793425462
2.08,59.487268492095936,40.77617464069082,45.59432585493845
2.12,59.45351076089952,40.76831603020311,45.60677271438124
2.16,59.48168584051287,40.76873852085493,45.60549331641501
2.2,59.44474988615256,40.76761577643916,45.60749716951938
2.24,59.45222604109629,40.766947263814174,45.60753895541685
2.28,59.46277583900886,40.77090720297504,45.602050051351966
2.32,59.46040373996651,40.77118586374319,45.601885117412486
2.36,59.46282791689384,40.77103035049689,45.602510781350894
2.4,59.49032671968389,40.77220579308177,45.60048676950869
2.44,59.48520181958219,40.76966116174784,45.60202238350944
2.48,59.487592272402914,40.77108494782543,45.59966900395754
2.52,59.48686613250643,40.77535089100549,45.5967443430682
2.56,59.476417483081285,40.77398272690649,45.59833134201887
2.6,59.47635216150269,40.77487623560731,45.597362383710255
2.64,59.49000625054748,40.76151438423077,45.604714531217006
2.68,59.45890714476501,40.76032163178816,45.606539855147226
2.72,59.46537267800426,40.75969856613087,45.60716518813811
2.76,59.47504735274252,40.759718803749394,45.60643519668038
2.8,59.47191076581714,40.75981649323147,45.60716802058896
2.84,59.47575227461586,40.76003379067746,45.60637669736101
2.88,59.49571289052376,40.76174459720174,45.6022184449894
2.92,59.48598725474688,40.76130696694152,45.60349628307894
2.96,59.49877826840278,40.76197278650991,45.60267384315186
3.0,59.488760102546834,40.764623054238406,45.59956140322661
3.04,59.4791009653682,40.76363326044941,45.60144927604263
3.08,59.48153419182874,40.76737129623242,45.60099523296479
3.12,59.469127588734544,40.76792563772675,45.60210056578184
3.16,59.44576796582446,40.76588160199034,45.60321329340144
3.2,59.475946547724696,40.766396045612,45.60245751433361
3.24,59.484590604571096,40.8031887818787,45.57333686672392
3.28,59.47944183006068,40.80235851251434,45.574618235142985
3.32,59.4803755217644,40.80003742948281,45.57566827083457
3.36,59.50239329202416,40.797767369587554,45.57656189028002
3.4,59.49374269790214,40.79913902467952,45.57687485294154
3.44,59.50133934593877,40.79804113624392,45.57677472342019
3.48,59.50109072993475,40.80296138620396,45.57246231858053
3.52,59.50436011560244,40.7975856287653,45.57712528587476
3.56,59.51808039106551,40.798085051754775,45.57690869832457
3.6,59.485928520475646,40.76546264143166,45.60689742373548
3.64,59.468113571071534,40.76469989986092,45.60779307280385
3.68,59.47172660677459,40.76533755137052,45.60648444481556
3.72,59.50304123740512,40.772550377364645,45.60055344480419
3.76,59.49381986156961,40.769977903505726,45.60415895521942
3.8,59.511975342057625,40.77049175383657,45.60207837234117
3.84,59.51262064177708,40.77450012254978,45.598167740385605
3.88,59.49372491300181,40.77226660073864,45.60008258356955
3.92,59.49106522986038,40.77768227828771,45.59423504548512
3.96,59.48822622512692,40.773588339370185,45.59766706316342
4.0,59.48892229227221,40.77221790386064,45.59797188938164
4.04,59.493789500316026,40.76529293779376,45.60359565559802
4.08,59.47979224857975,40.76276913959443,45.605048052298535
4.12,59.46645230392777,40.7625880608442,45.605575424484655
4.16,59.4714416675349,40.761951867192,45.60607908851127
4.2,59.49581635914193,40.76736055793118,45.601237349487015
4.24,59.47821676057416,40.76561792722519,45.60345199940942
