t,L,a,b
0.0,186.66345209393697,258.9119564246808,105.86141619787482
0.04,186.65653927433996,258.9005938030181,105.8646382117451
0.08,186.59629580022025,258.83406256511,105.93808226925023
0.12,186.60131112896985,258.8719528529333,105.90940411346251
0.16,186.60130368782927,258.9326353543471,105.84973360716731
0.2,186.55971515313868,258.91486591064677,105.85343185403458
0.24,186.57762597850999,258.94244277762897,105.8346652974968
0.28,186.5122183528291,258.9939652349912,105.79710241985892
0.32,186.4931243861059,258.9671622466292,105.81445515968687
0.36,186.48505818971933,258.97452897580143,105.80673125576688
0.4,186.4677947435783,258.9915617465845,105.81118849897312
0.44,186.44155728190017,258.97080096437185,105.82529690150906
0.48,186.4456424680775,259.00726255320416,105.80173825043903
0.52,186.36966842277585,259.01078221269756,105.82074292347531
0.56,186.32296782450814,259.0295934160788,105.81548947822722
0.6,186.34164508735898,259.0374587016698,105.80549602643093
0.64,186.4259680923892,259.0055585320118,105.81927701878143
0.68,186.39458136143108,259.00128731732,105.83078846325564
0.72,186.42367622109117,258.9992782093639,105.81567550674167
0.76,186.48332440396464,259.01725600500043,105.77050778343305
0.8,186.46543590201506,258.98824299788674,105.80281721582284
0.84,186.47474476887817,259.00523112182634,105.77918415334703
0.88,186.67429383575916,258.9372414203649,105.83423371134327
0.92,186.66936035955592,258.9374348900199,105.83735899038605
0.96,186.89388933535733,258.87620918534395,105.8484462898473
1.0,186.92077417626575,258.8627407208977,105.85851415304938
1.04,186.88882935976426,258.818808226925,105.91601928743638
1.08,186.90729827067892,258.86759234455457,105.86359645206417
1.12,186.95656606244606,258.91822930618804,105.8034422716314
1.16,186.94068666845254,258.86624549810995,105.84421228085841
1.2,186.99108551358754,258.88748251331964,105.82378634997173
1.24,186.97699199333275,258.9249412149894,105.79078489150817
1.28,186.94566479149924,258.9044334315564,105.81336131202191
1.32,186.97269101407863,258.9233860166086,105.79265261779325
1.36,186.9386701193559,258.97235616275265,105.74906241628717
1.4000000000000001,186.93031371848676,258.95164746852396,105.77119236836623
1.44,186.95616424085483,258.9807274459029,105.7455650802155
1.48,186.8927806054112,258.89168675774624,105.8503809863976
1.52,186.8579337440843,258.8612524927821,105.87560645295711
1.56,186.88876983063963,258.8871997499777,105.85505402268059
1.6,186.97745334404857,258.9082879423758,105.82429978867161
1.6400000000000001,186.94675863916422,258.893383337798,105.83727713783969
1.68,186.96588237044975,258.90909158555826,105.82362264487901
1.72,186.97566002916926,258.9512605292139,105.78959430901568
1.76,186.94521088192397,258.93241956127036,105.80639640444087
1.8,186.97529541328095,258.9936303836652,105.74368991278983
1.84,187.04126112450516,259.0357844450397,105.69010625948745
1.8800000000000001,186.96382117450963,258.99473911361133,105.73950799178498
1.92,186.88318153406553,258.88733369050806,105.84657856356222
1.96,186.88155936541952,258.86611899872014,105.87318808226925
2.0,186.8630458076614,258.8372101675745,105.89865166532726
2.04,186.89059291008127,258.8479774979909,105.88907491740333
2.08,186.91518587969165,258.908072149299,105.82066851206953
2.12,186.88184956990207,258.89475250766435,105.8351043247909
2.16,186.90549007351848,258.9170684882579,105.81795249575855
2.2,186.96364258713575,258.94832127868557,105.77555287674495
2.24,186.92933892907104,258.90949340714945,105.81148614459624
2.2800000000000002,186.94416168110249,258.93783671161117,105.78090305682055
2.32,186.96358305801112,258.9698038515344,105.73479030865852
2.36,186.9412745185582,258.94210048516237,105.7581629312141
2.4,186.96505640384558,258.960375926422,105.74542369854451
2.44,186.80897848022144,258.92469565735036,105.82470161026282
2.48,186.76027621513825,258.8958091496265,105.85212965443343
2.52,186.78399113016044,258.91735869274044,105.83334077447391
2.56,186.80614340566123,258.9532770783106,105.79722891924874
2.6,186.78137184867697,258.9345402863351,105.81659076703276
2.64,186.8127139327916,258.9519748787094,105.80202845492157
2.68,186.80802601422747,258.9784281334643,105.77232342173409
2.72,186.7625606452957,258.9601452510641,105.79184897461083
2.7600000000000002,186.77037384290264,258.9895749620502,105.7702473435128
2.8000000000000003,186.79360508378724,259.02854421525734,105.73337649194869
2.84,186.75892936869363,259.0042860969729,105.75892192755306
2.88,186.63207280411942,259.0092121320356,105.77454832276692
2.92,186.60430246748223,259.00621335238264,105.76924278953479
2.96,186.55290650950977,258.96824121201297,105.80968538857636
3.0,186.58408488853172,258.9909143673542,105.79042027561985
3.04,186.61255469238324,259.02549334762034,105.74880941750752
3.08,186.582492484448,259.01122868113225,105.76110218174242
3.12,186.59195761526325,259.0537175938328,105.73141203083608
3.16,186.59983034199482,259.0798359972617,105.69687025627289
3.2,186.5663080036908,259.04393993511326,105.72515403160996
3.24,186.58945739202906,259.08177069381196,105.69576152632675
3.2800000000000002,186.62591153972082,259.0542905616573,105.69549364526594
3.3200000000000003,186.57929279399946,259.03459386254724,105.71800309551448
3.36,186.6079932732089,259.06483465785635,105.68785903503289
3.4,186.51459951781408,258.97499032651723,105.77437717653362
3.44,186.47323421734083,258.9347932851147,105.80905289162723
3.48,186.4952971991547,258.95568056671726,105.78916272286216
3.52,186.56398636783047,259.0360672083817,105.72327886418431
3.56,186.55316694943002,259.00177843259814,105.7590781915052
3.6,186.61484656368128,259.03496591957617,105.73141203083608
3.64,186.57444861148318,259.04661874572133,105.71719201119147
3.68,186.57272226686908,259.0227252433253,105.73070512248117
3.72,186.57359288031668,259.10934011965355,105.63409679435664
3.7600000000000002,186.61059023127066,259.1080007143495,105.63923862249605
3.8000000000000003,186.54566627972736,259.0816888412656,105.6646575587106
3.84,186.4175744858172,259.0312974372712,105.71388070363426
3.88,186.37463910468196,259.01664583147306,105.72079352323124
3.92,186.3344271809983,259.0034824537905,105.72787004792094
3.96,186.3632169538947,259.0242432360032,105.71180462541298
4.0,186.4916733636932,259.05522070422955,105.70565080215495
4.04,186.4655624014049,259.0265871952853,105.73156085364765
4.08,186.50971068845433,259.0429651456975,105.71906717861714
4.12,186.53320236925916,259.0939146352353,105.662216864601
4.16,186.47308539452928,259.0824999255886,105.67049141292377
4.2,186.5058636187755,259.10195850820014,105.65528172158228
4.24,186.5539185046284,259.13575616870554,105.60764353960175
4.28,186.5498482007322,259.0836905080811,105.67504539095752
4.32,186.59218829062118,259.10756912819596,105.6506682144239
4.36,186.4723636038932,259.0010492008215,105.75901866238057
4.4,186.43248653153555,258.9550555109087,105.79895526386285
4.44,186.54597880763163,258.97015358514153,105.80548114414978
4.48,186.57006577968272,259.0207682233533,105.73472333839331
4.5200000000000005,186.5219736881269,258.9997990892044,105.75993392267166
4.5600000000000005,186.54997470012202,259.0144581361431,105.74530464029526
4.6000000000000005,186.59744173586927,259.03608953180344,105.71684971872489
4.64,186.5546923832485,259.01039527338753,105.74665892788046
4.68,186.64190999196356,259.01909396672323,105.74428520403607
4.72,186.7138658213531,259.00647379230287,105.75026043992023
4.76,186.68183171116468,258.98066791677826,105.77461529303211
4.8,186.61567253028545,258.9421525731464,105.8315474595946
4.84,186.6219900586362,258.93669821710273,105.83856445515968
4.88,186.58224692680895,258.9069708604935,105.8637899217192
4.92,186.59799982141263,258.9370033038664,105.83811054558443
4.96,186.61515165044497,258.98840670297943,105.80504211685567
5.0,186.59985266541656,258.95094800130965,105.83578890972409
5.04,186.61965354049468,258.9742238890377,105.81868172753519
5.08,186.61621573354765,259.00871357561687,105.77970503318748
5.12,186.58069172842812,258.9881239396375,105.79655921659672
5.16,186.60920617912313,259.01861029258566,105.76932464208114
5.2,186.59066285680268,259.05176801500136,105.72807839985713
5.24,186.56624847456618,259.0332246926809,105.74892847575677
5.28,186.60123671756406,259.0650950977766,105.71178974313183
5.32,186.46443134803704,258.9894261392386,105.80019793433938
5.36,186.42387713188677,258.95646932761855,105.824909962199
5.4,186.44366312468375,258.9744694466768,105.80911242075186
5.44,186.5377935529958,259.02945947554844,105.75675655564486
5.48,186.52623002053755,258.9882057921838,105.80728190016966
5.5200000000000005,186.56858499270768,259.01782897282493,105.77812751138495
5.5600000000000005,186.59672738637377,259.0443715212668,105.74399499955354
5.6000000000000005,186.56642706194006,259.0285814209602,105.76788850194959
5.64,186.5928654344138,259.05624014048874,105.73164270619401
5.68,186.589881537042,259.0615159091586,105.72249010328304
5.72,186.57612286811323,259.04218382593683,105.74441914456648
5.76,186.49120457183676,258.94582849659196,105.82032621960295
5.8,186.48495401375123,258.92527606631546,105.83668928773402
5.84,186.4632928535286,258.91335535910946,105.85129624668869
5.88,186.4945530850969,258.9243384826026,105.84136976515761
5.92,186.5382995505551,258.9854600113105,105.77896836027026
5.96,186.49605619549365,258.9677352144537,105.79763818198053
6.0,186.52657231300412,258.9937940887579,105.77149745512992
6.04,186.5650281275114,259.05233354168524,105.71419323153853
6.08,186.5269220466113,259.0099339226717,105.75444980206566
6.12,186.57774503675924,259.0289311545674,105.7473583950948
6.16,186.57046016013334,259.0315206714885,105.74785695151353
6.2,186.54164062267463,259.02727922135904,105.75407030389619
6.24,186.59030568205495,259.0311337321785,105.74035628181088
6.28,186.49232818406406,258.96109771705807,105.83968062624639
6.32,186.47935827603655,258.94485370717626,105.85202547846534
6.36,186.50235884156322,258.9524734351281,105.8435723427687
6.4,186.58319195166234,259.02135607345895,105.7693395243623
6.44,186.55780278001012,259.0037354525702,105.77986129713963
6.48,186.58886210078282,259.0259100514927,105.7598520701253
6.5200000000000005,186.5869348453731,259.05788463255647,105.7157261064976
6.5600000000000005,186.5663824150966,259.043009792541,105.72946245200464
6.6000000000000005,186.60076048456708,259.06087597106887,105.71683483644372
6.640000000000001,186.61512932702325,259.0717251540316,105.69036669940769
6.68,186.58982200791738,259.05264606958957,105.70466857159866
6.72,186.4883843795577,258.92595321010805,105.81861475727
6.76,186.50712117153319,258.91874274488794,105.824909962199
6.8,186.46316635413876,258.89336845551685,105.84206923237194
6.84,186.49580319671398,258.93157871238503,105.80781766229127
6.88,186.56604756377058,258.9554126856565,105.79458731434354
6.92,186.5212295740691,258.9274563205048,105.82165074262583
6.96,186.56086852992826,258.960658689764,105.79042771676042
7.0,186.59564097984938,258.98640503616394,105.76912373128553
7.04,186.55447659017173,258.9756749114504,105.7822424621246
7.08,186.57560942941333,259.0077387862012,105.7504092627318
7.12,186.62864243831294,259.0029169271066,105.76213650028276
7.16,186.58709110932523,258.9873723844391,105.77500223234217
7.2,186.61821740036314,259.0105143316367,105.75454653689317
7.24,186.48941869809804,258.97810816441944,105.81234187576271
7.28,186.41685269518112,258.9456201446558,105.84430157454534
7.32,186.46334494151264,258.9850061017353,105.80920915557937
