t,r,g,b
0.0,40.69694410075822,42.29434246216808,41.88998108403921
0.04,40.73323141715047,42.344814766346246,41.93887804955426
0.08,40.751997676152406,42.38679174201326,41.95181783572856
0.12,40.76222597633324,42.375798079058406,41.96146913962121
0.16,40.70778409631674,42.34025332318137,41.92977994828844
0.2,40.56959546810063,42.202933163605216,41.780281399701785
0.24,40.59950707464865,42.212852146188254,41.809592216300246
0.28,40.572955331366394,42.17965800577393,41.77474639922591
0.32,40.497822879984774,42.09933457060372,41.68002284191491
0.36,40.504527735477936,42.09479394689255,41.6874008597443
0.4,40.50497981504394,42.105624028425495,41.705827067669176
0.44,40.48618480536785,42.0763508851242,41.6731623362203
0.48,40.47072189968593,42.03026851146854,41.66270204784112
0.52,40.41416337521018,41.98896271533263,41.59997799086323
0.56,40.37956937438533,41.963362718505124,41.573953673741315
0.6,40.37572074965896,41.95000852606199,41.56535623076679
0.64,40.38374714476063,41.970319390247774,41.582507495003334
0.68,40.358989840106595,41.95112187113353,41.55491775324387
0.72,40.38143122838743,41.95691463627423,41.57724909584087
0.76,40.37637904095682,41.976050688429936,41.57918827924241
0.8,40.36387448050506,41.966798919767776,41.56153437390946
0.84,40.35868349671647,41.95597082103994,41.559373116335145
0.88,40.33690139113607,41.94900423527172,41.53469809809334
0.92,40.33104517623172,41.9436387646331,41.5299096237429
0.96,40.34089376923321,41.895136377335746,41.52234720503791
1.0,40.34033858380128,41.89938057168237,41.51732773389169
1.04,40.332548142508166,41.90750709844231,41.51138130135465
1.08,40.34038517972146,41.90965645918594,41.516601035817395
1.12,40.37247192347959,41.93322606357666,41.55177104152787
1.16,40.34673907870943,41.915538450556774,41.52627117635862
1.2,40.34488416452524,41.910721225532185,41.52422690428603
1.24,40.36119174518575,41.92156221249326,41.53449188636147
1.28,40.33862048316995,41.90316673804765,41.50900689223057
1.32,40.325963246724406,41.877906792297196,41.5020601345135
1.36,40.31192498651693,41.88850984264459,41.50557267377304
1.4000000000000001,40.30458662478982,41.8798330874655,41.492509953681676
1.44,40.31868436915072,41.893459915611814,41.50819096792615
1.48,40.285504108372194,41.855640882268965,41.450445734589636
1.52,40.26857491830843,41.84493968306843,41.434074704165475
1.56,40.28137194251451,41.839351146854476,41.448198224992865
