Date/Time,999 [°C]
26/5/2025 4:39:00 P.M.,23.4
26/5/2025 4:39:01 P.M.,23.3
26/5/2025 4:39:02 P.M.,23.3
26/5/2025 4:39:03 P.M.,23.3
26/5/2025 4:39:04 P.M.,23.3
26/5/2025 4:39:05 P.M.,23.3
26/5/2025 4:39:06 P.M.,23.2
26/5/2025 4:39:07 P.M.,23.2
26/5/2025 4:39:08 P.M.,23.3
26/5/2025 4:39:09 P.M.,23.3
26/5/2025 4:39:10 P.M.,23.3
26/5/2025 4:39:11 P.M.,23.3
26/5/2025 4:39:12 P.M.,23.3
26/5/2025 4:39:13 P.M.,23.2
26/5/2025 4:39:14 P.M.,23.2
26/5/2025 4:39:15 P.M.,23.2
26/5/2025 4:39:16 P.M.,23.2
26/5/2025 4:39:17 P.M.,23.2
26/5/2025 4:39:18 P.M.,23.2
26/5/2025 4:39:19 P.M.,23.2
26/5/2025 4:39:20 P.M.,23.2
26/5/2025 4:39:21 P.M.,23.2
26/5/2025 4:39:22 P.M.,23.2
26/5/2025 4:39:23 P.M.,23.2
26/5/2025 4:39:24 P.M.,23.2
26/5/2025 4:39:25 P.M.,23.2
26/5/2025 4:39:26 P.M.,23.2
26/5/2025 4:39:27 P.M.,23.2
26/5/2025 4:39:28 P.M.,23.2
26/5/2025 4:39:29 P.M.,23.3
26/5/2025 4:39:30 P.M.,23.3
26/5/2025 4:39:31 P.M.,23.3
26/5/2025 4:39:32 P.M.,23.3
26/5/2025 4:39:33 P.M.,23.3
26/5/2025 4:39:34 P.M.,23.3
26/5/2025 4:39:35 P.M.,23.3
26/5/2025 4:39:36 P.M.,23.3
26/5/2025 4:39:37 P.M.,23.3
26/5/2025 4:39:38 P.M.,23.2
26/5/2025 4:39:39 P.M.,23.2
26/5/2025 4:39:40 P.M.,23.2
26/5/2025 4:39:41 P.M.,23.2
26/5/2025 4:39:42 P.M.,23.2
26/5/2025 4:39:43 P.M.,23.2
26/5/2025 4:39:44 P.M.,23.2
26/5/2025 4:39:45 P.M.,23.2
26/5/2025 4:39:46 P.M.,23.2
26/5/2025 4:39:47 P.M.,23.2
26/5/2025 4:39:48 P.M.,23.2
26/5/2025 4:39:49 P.M.,23.2
26/5/2025 4:39:50 P.M.,23.2
26/5/2025 4:39:51 P.M.,23.2
26/5/2025 4:39:52 P.M.,23.2
26/5/2025 4:39:53 P.M.,23.3
26/5/2025 4:39:54 P.M.,23.3
26/5/2025 4:39:55 P.M.,23.8
26/5/2025 4:39:56 P.M.,24.9
26/5/2025 4:39:57 P.M.,26.2
26/5/2025 4:39:58 P.M.,28.1
26/5/2025 4:39:59 P.M.,29.3
26/5/2025 4:40:00 P.M.,30.3
26/5/2025 4:40:01 P.M.,31.3
26/5/2025 4:40:02 P.M.,31.7
26/5/2025 4:40:03 P.M.,32.5
26/5/2025 4:40:04 P.M.,33.3
26/5/2025 4:40:05 P.M.,33.9
26/5/2025 4:40:06 P.M.,34.5
26/5/2025 4:40:07 P.M.,35.1
26/5/2025 4:40:08 P.M.,35.6
26/5/2025 4:40:09 P.M.,36.2
26/5/2025 4:40:10 P.M.,36.6
26/5/2025 4:40:11 P.M.,36.8
26/5/2025 4:40:12 P.M.,37.2
26/5/2025 4:40:13 P.M.,37.5
26/5/2025 4:40:14 P.M.,37.8
26/5/2025 4:40:15 P.M.,38
26/5/2025 4:40:16 P.M.,38.2
26/5/2025 4:40:17 P.M.,38.5
26/5/2025 4:40:18 P.M.,38.7
26/5/2025 4:40:19 P.M.,38.9
26/5/2025 4:40:20 P.M.,39
26/5/2025 4:40:21 P.M.,39.1
26/5/2025 4:40:22 P.M.,39.2
26/5/2025 4:40:23 P.M.,39.3
26/5/2025 4:40:24 P.M.,39.4
26/5/2025 4:40:25 P.M.,39.6
26/5/2025 4:40:26 P.M.,39.7
26/5/2025 4:40:27 P.M.,39.7
26/5/2025 4:40:28 P.M.,39.8
26/5/2025 4:40:29 P.M.,39.8
26/5/2025 4:40:30 P.M.,39.9
26/5/2025 4:40:31 P.M.,39.9
26/5/2025 4:40:32 P.M.,40
26/5/2025 4:40:33 P.M.,40.1
26/5/2025 4:40:34 P.M.,40.1
26/5/2025 4:40:35 P.M.,40.2
26/5/2025 4:40:36 P.M.,40.3
26/5/2025 4:40:37 P.M.,40.4
26/5/2025 4:40:38 P.M.,40.4
26/5/2025 4:40:39 P.M.,40.4
26/5/2025 4:40:40 P.M.,40.4
26/5/2025 4:40:41 P.M.,40.4
26/5/2025 4:40:42 P.M.,40.4
26/5/2025 4:40:43 P.M.,40.4
26/5/2025 4:40:44 P.M.,40.4
26/5/2025 4:40:45 P.M.,40.5
26/5/2025 4:40:46 P.M.,40.5
26/5/2025 4:40:47 P.M.,40.5
26/5/2025 4:40:48 P.M.,40.5
26/5/2025 4:40:49 P.M.,40.5
26/5/2025 4:40:50 P.M.,40.5
26/5/2025 4:40:51 P.M.,40.5
26/5/2025 4:40:52 P.M.,40.5
26/5/2025 4:40:53 P.M.,40.6
26/5/2025 4:40:54 P.M.,40.6
26/5/2025 4:40:55 P.M.,40.6
26/5/2025 4:40:56 P.M.,40.6
26/5/2025 4:40:57 P.M.,40.6
26/5/2025 4:40:58 P.M.,40.6
26/5/2025 4:40:59 P.M.,40.6
26/5/2025 4:41:00 P.M.,40.6
26/5/2025 4:41:01 P.M.,40.6
26/5/2025 4:41:02 P.M.,40.2
26/5/2025 4:41:03 P.M.,39.8
26/5/2025 4:41:04 P.M.,38.2
26/5/2025 4:41:05 P.M.,37.7
26/5/2025 4:41:06 P.M.,36.7
26/5/2025 4:41:07 P.M.,35.7
26/5/2025 4:41:08 P.M.,34.9
26/5/2025 4:41:09 P.M.,34.1
26/5/2025 4:41:10 P.M.,33.3
26/5/2025 4:41:11 P.M.,32.3
26/5/2025 4:41:12 P.M.,31.7
26/5/2025 4:41:13 P.M.,31.4
26/5/2025 4:41:14 P.M.,30.8
26/5/2025 4:41:15 P.M.,30.3
26/5/2025 4:41:16 P.M.,29.8
26/5/2025 4:41:17 P.M.,29.4
26/5/2025 4:41:18 P.M.,29
26/5/2025 4:41:19 P.M.,28.6
26/5/2025 4:41:20 P.M.,28.3
26/5/2025 4:41:21 P.M.,27.8
26/5/2025 4:41:22 P.M.,27.6
26/5/2025 4:41:23 P.M.,27.3
26/5/2025 4:41:24 P.M.,27
26/5/2025 4:41:25 P.M.,26.8
26/5/2025 4:41:26 P.M.,26.5
26/5/2025 4:41:27 P.M.,26.3
26/5/2025 4:41:28 P.M.,26.1
26/5/2025 4:41:29 P.M.,25.9
26/5/2025 4:41:30 P.M.,25.6
26/5/2025 4:41:31 P.M.,25.5
26/5/2025 4:41:32 P.M.,25.4
26/5/2025 4:41:33 P.M.,25.2
26/5/2025 4:41:34 P.M.,25.1
26/5/2025 4:41:35 P.M.,25
26/5/2025 4:41:36 P.M.,24.8
26/5/2025 4:41:37 P.M.,24.7
26/5/2025 4:41:38 P.M.,24.6
26/5/2025 4:41:39 P.M.,24.5
