t,temp
17:09:07,18.5
17:09:08,18.4
17:09:09,18.5
17:09:10,18.4
17:09:11,18.5
17:09:12,18.5
17:09:13,18.4
17:09:14,18.5
17:09:15,18.4
17:09:16,18.5
17:09:17,18.4
17:09:18,18.4
17:09:19,18.5
17:09:20,18.7
17:09:21,20.1
17:09:22,22.6
17:09:23,25.5
17:09:24,28.3
17:09:25,30.7
17:09:26,32.5
17:09:27,34.6
17:09:28,36.4
17:09:29,38.0
17:09:30,39.5
17:09:31,40.8
17:09:32,42.0
17:09:33,43.1
17:09:34,44.1
17:09:35,45.0
17:09:36,45.9
17:09:37,46.9
17:09:38,47.5
17:09:39,47.8
17:09:40,48.2
17:09:41,48.7
17:09:42,49.5
17:09:43,49.4
17:09:44,49.7
17:09:45,50.1
17:09:46,50.3
17:09:47,50.6
17:09:48,51.2
17:09:49,50.9
17:09:50,51.2
17:09:51,51.4
17:09:52,51.5
17:09:53,51.6
17:09:54,51.7
17:09:55,51.9
17:09:56,52.0
17:09:57,52.1
17:09:58,52.2
17:09:59,52.3
17:10:00,52.9
17:10:01,52.5
17:10:02,52.4
17:10:03,52.9
17:10:04,52.7
17:10:05,52.7
17:10:06,52.6
17:10:07,52.7
17:10:08,52.8
17:10:09,52.8
17:10:10,52.8
17:10:11,52.9
17:10:12,53.1
17:10:13,52.9
17:10:14,52.9
17:10:15,53.0
17:10:16,52.9
17:10:17,53.0
17:10:18,53.0
17:10:19,53.0
17:10:20,53.0
17:10:21,53.0
17:10:22,53.0
17:10:23,53.0
17:10:24,53.1
17:10:25,53.1
17:10:26,53.0
17:10:27,53.1
17:10:28,53.1
17:10:29,53.1
17:10:30,53.2
17:10:31,53.1
17:10:32,53.1
17:10:33,53.3
17:10:34,53.3
17:10:35,53.2
17:10:36,53.3
17:10:37,53.2
17:10:38,53.0
17:10:39,50.3
17:10:40,48.0
17:10:41,46.0
17:10:42,44.1
17:10:43,42.4
17:10:44,40.6
17:10:45,39.0
17:10:46,37.6
17:10:47,36.1
17:10:48,34.8
17:10:49,33.6
17:10:50,32.7
17:10:51,31.6
17:10:52,30.7
17:10:53,29.7
17:10:54,28.9
17:10:55,28.1
17:10:56,27.4
17:10:57,27.1
17:10:58,26.4
17:10:59,27.6
17:11:00,26.0
17:11:01,24.7
17:11:02,24.3
17:11:03,23.9
17:11:04,23.5
17:11:05,23.1
17:11:06,22.7
17:11:07,22.5
17:11:08,22.1
17:11:09,21.8
17:11:10,21.5
17:11:11,21.4
17:11:12,21.6
17:11:13,21.0
17:11:14,20.8
17:11:15,20.6
17:11:16,20.5
17:11:17,21.0
17:11:18,20.6
17:11:19,20.0
17:11:20,20.1
17:11:21,19.9
17:11:22,19.7
17:11:23,19.7
17:11:24,19.5
17:11:25,19.6
17:11:26,19.4
17:11:27,19.3
17:11:28,19.3
17:11:29,19.2
17:11:30,19.2
17:11:31,19.1
17:11:32,19.1
17:11:33,19.3
17:11:34,19.2
17:11:35,19.0
17:11:36,18.9
17:11:37,18.9
17:11:38,18.8
17:11:39,18.8
17:11:40,19.0
17:11:41,18.7
17:11:42,18.8
17:11:43,18.6
17:11:44,18.6
17:11:45,18.7
17:11:46,18.6
17:11:47,18.6
17:11:48,18.8
17:11:49,18.6
17:11:50,18.6
17:11:51,18.6
17:11:52,18.6
17:11:53,18.6
17:11:54,18.6
17:11:55,18.6
17:11:56,18.6
17:11:57,18.6
17:11:58,18.6
17:11:59,18.6
17:12:00,18.6
17:12:01,18.6
17:12:02,18.5
17:12:03,18.7
17:12:04,18.6
17:12:05,18.5
17:12:06,19.1
17:12:07,18.5
17:12:08,18.0
17:12:09,16.7
17:12:10,14.9
17:12:11,12.8
17:12:12,10.9
17:12:13,9.1
17:12:14,8.0
17:12:15,6.4
17:12:16,5.2
17:12:17,4.0
17:12:18,3.2
17:12:19,2.2
17:12:20,1.5
17:12:21,0.9
17:12:22,0.3
17:12:23,-0.1
17:12:24,-0.8
17:12:25,-1.2
17:12:26,-1.7
17:12:27,-2.0
17:12:28,-2.3
17:12:29,-2.6
17:12:30,-2.9
17:12:31,-3.3
17:12:32,-3.4
17:12:33,-3.5
17:12:34,-3.6
17:12:35,-3.9
17:12:36,-4.1
17:12:37,-4.3
17:12:38,-4.5
17:12:39,-4.6
17:12:40,-4.8
17:12:41,-4.8
17:12:42,-4.6
17:12:43,-4.8
17:12:44,-5.0
17:12:45,-5.2
17:12:46,-5.2
17:12:47,-5.3
17:12:48,-5.4
17:12:49,-5.4
17:12:50,-5.5
17:12:51,-5.6
17:12:52,-5.6
17:12:53,-5.7
17:12:54,-5.6
17:12:55,-5.7
17:12:56,-5.7
17:12:57,-5.6
17:12:58,-5.8
17:12:59,-5.8
17:13:00,-5.8
17:13:01,-5.9
17:13:02,-5.9
17:13:03,-5.6
17:13:04,-5.7
17:13:05,-5.7
17:13:06,-5.9
17:13:07,-5.9
17:13:08,-6.1
17:13:09,-6.2
17:13:10,-6.1
17:13:11,-6.2
17:13:12,-6.1
17:13:13,-6.1
