t,temp
0,19.3
1,19.3
2,19.4
3,19.4
4,19.3
5,19.4
6,19.4
7,19.4
8,19.4
9,19.4
10,19.4
11,19.3
12,19.4
13,19.4
14,19.4
15,19.5
16,21.0
17,23.2
18,25.4
19,26.4
20,26.6
21,26.4
22,28.0
23,29.6
24,29.9
25,29.1
26,29.5
27,31.1
28,33.1
29,33.5
30,33.5
31,33.4
32,34.7
33,37.3
34,39.0
35,38.8
36,37.5
37,36.4
38,35.6
39,36.7
40,39.8
41,43.3
42,44.9
43,44.3
44,42.6
45,42.1
46,43.7
47,46.2
48,46.6
49,45.1
50,44.2
51,45.6
52,48.7
53,50.7
54,50.8
55,50.3
56,51.1
57,53.0
58,53.0
59,51.3
60,51.2
61,52.9
62,55.5
63,57.8
64,58.4
65,57.2
66,56.5
67,57.8
68,58.6
69,58.0
70,58.2
71,60.1
72,62.2
73,63.9
74,65.0
75,64.7
76,63.3
77,63.1
78,63.8
79,65.6
80,67.2
81,68.6
82,69.4
83,69.2
84,67.4
85,65.0
86,62.5
87,60.2
88,58.0
89,55.9
90,54.1
91,53.8
92,55.2
93,56.5
94,55.6
95,54.0
96,53.1
97,52.6
98,50.8
99,50.1
100,49.4
101,49.3
102,49.6
103,49.3
104,47.7
105,46.0
106,44.6
107,43.3
108,42.0
109,40.8
110,41.2
111,42.1
112,42.5
113,41.1
114,39.9
115,38.8
116,37.7
117,36.7
118,35.8
119,34.9
120,34.1
121,33.4
122,32.6
123,31.9
124,31.3
125,31.0
126,30.1
127,29.5
128,29.0
129,28.5
130,29.1
131,29.8
132,30.1
133,29.1
134,28.6
135,28.1
136,27.7
137,27.2
138,26.8
139,26.4
140,26.0
141,25.7
142,25.4
143,25.1
144,24.8
145,24.5
146,24.3
147,24.0
148,23.8
149,23.6
150,23.3
151,22.9
152,22.1
153,20.9
154,20.3
155,20.0
156,20.1
157,19.9
158,19.0
159,17.2
160,14.9
161,13.2
162,12.9
163,13.6
164,14.1
165,14.5
166,14.1
167,12.8
168,11.0
169,10.2
170,9.8
171,10.0
172,10.0
173,9.3
174,7.9
175,6.5
176,5.9
177,6.1
178,6.4
179,5.7
180,4.6
181,3.5
182,2.0
183,1.3
184,1.2
185,1.8
186,2.0
187,1.5
188,0.4
189,-1.0
190,-1.6
191,-1.6
192,-1.8
193,-2.8
194,-3.8
195,-4.7
196,-5.5
197,-6.2
198,-6.9
199,-7.5
200,-8.1
201,-8.7
202,-9.2
203,-9.3
204,-9.3
205,-9.4
206,-9.9
207,-10.4
208,-10.8
209,-11.1
210,-11.5
211,-11.8
212,-12.1
213,-12.3
214,-12.6
215,-12.9
216,-13.1
217,-13.3
218,-13.5
219,-13.6
220,-13.8
221,-14.0
222,-14.1
223,-14.2
224,-14.2
225,-13.5
226,-12.3
227,-11.1
228,-9.7
229,-8.3
230,-6.8
231,-6.0
232,-5.5
233,-4.3
234,-3.2
235,-2.4
236,-2.1
237,-1.9
238,-1.7
239,-2.0
240,-2.8
241,-2.4
242,-1.0
243,0.3
244,1.5
245,2.6
246,3.6
247,4.6
248,5.5
249,6.3
250,7.1
251,7.8
252,8.5
253,9.2
254,9.8
255,10.0
256,9.9
257,10.0
258,10.6
259,11.2
260,11.7
261,12.2
262,12.6
263,13.0
264,13.4
265,13.7
266,14.0
267,14.4
268,14.6
269,14.9
270,15.2
271,15.4
272,15.6
273,15.9
274,16.1
275,16.3
276,16.4
277,16.6
278,16.8
279,18.0
280,19.3
281,19.9
282,19.8
283,19.7
284,19.7
285,19.6
286,19.6
287,19.6
288,19.6
289,19.5
290,19.6
291,19.5
292,19.6
293,19.6
