t,temp
0,16.9
1,16.8
2,16.8
3,16.8
4,16.8
5,16.8
6,16.8
7,16.8
8,17.0
9,17.2
10,17.4
11,17.4
12,17.4
13,17.4
14,17.4
15,17.4
16,17.4
17,17.4
18,17.4
19,17.4
20,17.3
21,17.4
22,17.5
23,17.7
24,18.2
25,18.7
26,19.3
27,19.8
28,20.5
29,21.4
30,22.4
31,23.4
32,24.5
33,25.6
34,26.6
35,27.6
36,28.6
37,29.5
38,30.3
39,31.1
40,31.8
41,32.6
42,33.3
43,34.0
44,34.6
45,35.3
46,36.1
47,37.0
48,37.9
49,38.7
50,39.6
51,40.5
52,41.4
53,42.1
54,42.9
55,43.6
56,44.2
57,44.9
58,45.5
59,46.2
60,47.0
61,48.0
62,48.9
63,49.8
64,50.7
65,51.5
66,52.3
67,53.0
68,53.6
69,54.3
70,54.9
71,55.5
72,56.1
73,56.7
74,57.3
75,57.8
76,58.3
77,58.8
78,59.3
79,59.9
80,60.4
81,60.9
82,61.4
83,61.8
84,62.3
85,62.8
86,63.3
87,63.9
88,64.5
89,65.0
90,65.5
91,66.1
92,66.6
93,67.1
94,67.4
95,67.7
96,67.7
97,67.6
98,67.3
99,67.0
100,66.5
101,66.0
102,65.4
103,64.7
104,64.1
105,63.5
106,62.9
107,62.3
108,61.6
109,60.8
110,59.9
111,59.0
112,58.1
113,57.1
114,56.2
115,55.4
116,54.6
117,53.7
118,52.8
119,52.0
120,51.2
121,50.3
122,49.5
123,48.7
124,47.8
125,46.9
126,45.9
127,44.9
128,44.0
129,42.9
130,41.8
131,40.6
132,39.6
133,38.6
134,37.5
135,36.6
136,35.8
137,34.9
138,34.1
139,33.3
140,32.4
141,31.6
142,30.9
143,30.1
144,29.4
145,28.7
146,28.0
147,27.4
148,27.0
149,26.8
150,26.5
151,26.0
152,25.6
153,25.2
154,24.8
155,24.2
156,23.7
157,23.2
158,22.5
159,21.7
160,21.0
161,20.3
162,19.7
163,18.9
164,18.2
165,17.4
166,16.6
167,15.8
168,15.1
169,14.1
170,13.2
171,12.3
172,11.5
173,10.7
174,9.8
175,9.0
176,8.1
177,7.2
178,6.3
179,5.3
180,4.1
181,2.9
182,1.7
183,0.6
184,-0.4
185,-1.4
186,-2.3
187,-3.2
188,-4.1
189,-5.0
190,-5.8
191,-6.6
192,-7.3
193,-8.1
194,-8.8
195,-9.4
196,-10.1
197,-10.7
198,-11.3
199,-11.9
200,-12.3
201,-12.8
202,-13.3
203,-13.7
204,-14.2
205,-14.6
206,-15.0
207,-15.4
208,-15.7
209,-16.0
210,-16.3
211,-16.7
212,-17.0
213,-17.2
214,-17.5
215,-17.8
216,-18.0
217,-18.3
218,-18.5
219,-18.7
220,-18.8
221,-18.9
222,-19.0
223,-19.0
224,-18.9
225,-18.9
226,-18.9
227,-18.9
228,-18.9
229,-18.8
230,-18.8
231,-18.7
232,-18.6
233,-18.5
234,-18.4
235,-18.3
236,-18.2
237,-18.0
238,-17.8
239,-17.6
240,-17.3
241,-17.1
242,-16.9
243,-16.6
244,-16.3
245,-15.8
246,-15.4
247,-14.9
248,-14.3
249,-13.8
250,-13.3
251,-12.9
252,-12.5
253,-12.1
254,-11.7
255,-11.3
256,-10.9
257,-10.6
258,-10.2
259,-9.8
260,-9.4
261,-8.9
262,-8.4
263,-7.9
264,-7.4
265,-6.9
266,-6.3
267,-5.6
268,-5.0
269,-4.5
270,-4.0
271,-3.5
272,-3.1
273,-2.7
274,-2.3
275,-2.0
276,-1.7
277,-1.3
278,-1.0
279,-0.7
280,-0.3
281,0.2
282,0.6
283,1.0
284,1.4
285,1.8
286,2.3
287,2.7
288,3.2
289,3.7
290,4.2
291,4.7
292,5.3
293,5.9
294,6.6
295,7.3
296,8.0
297,8.4
298,8.8
299,9.2
300,9.7
301,10.2
302,10.7
303,11.1
304,11.5
305,11.8
306,12.2
307,12.5
308,12.8
309,13.1
310,13.4
311,13.6
312,13.8
313,14.1
314,14.3
315,14.4
316,14.6
317,14.8
318,14.9
319,15.1
320,15.2
321,15.3
322,15.5
323,15.6
324,15.7
325,15.8
326,15.9
327,16.0
328,16.0
329,16.1
330,16.2
331,16.2
332,16.3
333,16.4
334,16.4
335,16.5
336,16.5
337,16.6
338,16.6
339,16.6
340,16.6
341,16.7
342,16.7
343,16.7
344,16.8
345,16.8
346,16.8
347,16.8
348,16.8
349,16.9
350,16.9
