Date/Time,999 [°C]
4/6/2025 5:38:31 P.M.,24.2
4/6/2025 5:38:32 P.M.,24.1
4/6/2025 5:38:33 P.M.,23.6
4/6/2025 5:38:34 P.M.,23.2
4/6/2025 5:38:35 P.M.,22.6
4/6/2025 5:38:36 P.M.,22.5
4/6/2025 5:38:37 P.M.,22.5
4/6/2025 5:38:38 P.M.,22.5
4/6/2025 5:38:39 P.M.,22.5
4/6/2025 5:38:40 P.M.,22.5
4/6/2025 5:38:41 P.M.,22.5
4/6/2025 5:38:42 P.M.,22.5
4/6/2025 5:38:43 P.M.,22.5
4/6/2025 5:38:44 P.M.,22.5
4/6/2025 5:38:45 P.M.,22.4
4/6/2025 5:38:46 P.M.,22.4
4/6/2025 5:38:47 P.M.,22.4
4/6/2025 5:38:48 P.M.,22.5
4/6/2025 5:38:49 P.M.,22.5
4/6/2025 5:38:50 P.M.,22.5
4/6/2025 5:38:51 P.M.,22.5
4/6/2025 5:38:52 P.M.,22.5
4/6/2025 5:38:53 P.M.,22.5
4/6/2025 5:38:54 P.M.,22.5
4/6/2025 5:38:55 P.M.,22.6
4/6/2025 5:38:56 P.M.,22.6
4/6/2025 5:38:57 P.M.,22.6
4/6/2025 5:38:58 P.M.,22.7
4/6/2025 5:38:59 P.M.,22.7
4/6/2025 5:39:00 P.M.,22.7
4/6/2025 5:39:01 P.M.,22.8
4/6/2025 5:39:02 P.M.,22.8
4/6/2025 5:39:03 P.M.,22.8
4/6/2025 5:39:04 P.M.,22.8
4/6/2025 5:39:05 P.M.,22.8
4/6/2025 5:39:06 P.M.,22.8
4/6/2025 5:39:07 P.M.,22.8
4/6/2025 5:39:08 P.M.,22.8
4/6/2025 5:39:09 P.M.,22.8
4/6/2025 5:39:10 P.M.,22.8
4/6/2025 5:39:11 P.M.,22.8
4/6/2025 5:39:12 P.M.,22.8
4/6/2025 5:39:13 P.M.,22.8
4/6/2025 5:39:14 P.M.,22.9
4/6/2025 5:39:15 P.M.,22.9
4/6/2025 5:39:16 P.M.,22.9
4/6/2025 5:39:17 P.M.,22.9
4/6/2025 5:39:18 P.M.,23.1
4/6/2025 5:39:19 P.M.,23.5
4/6/2025 5:39:20 P.M.,24.6
4/6/2025 5:39:21 P.M.,25.5
4/6/2025 5:39:22 P.M.,26.1
4/6/2025 5:39:23 P.M.,26.2
4/6/2025 5:39:24 P.M.,27.6
4/6/2025 5:39:25 P.M.,28.7
4/6/2025 5:39:26 P.M.,28.9
4/6/2025 5:39:27 P.M.,29.0
4/6/2025 5:39:28 P.M.,29.1
4/6/2025 5:39:29 P.M.,29.6
4/6/2025 5:39:30 P.M.,30.2
4/6/2025 5:39:31 P.M.,30.7
4/6/2025 5:39:32 P.M.,31.3
4/6/2025 5:39:33 P.M.,31.9
4/6/2025 5:39:34 P.M.,32.7
4/6/2025 5:39:35 P.M.,33.6
4/6/2025 5:39:36 P.M.,34.3
4/6/2025 5:39:37 P.M.,35.3
4/6/2025 5:39:38 P.M.,36.3
4/6/2025 5:39:39 P.M.,37.2
4/6/2025 5:39:40 P.M.,38.1
4/6/2025 5:39:41 P.M.,38.7
4/6/2025 5:39:42 P.M.,39.6
4/6/2025 5:39:43 P.M.,40.2
4/6/2025 5:39:44 P.M.,40.8
4/6/2025 5:39:45 P.M.,41.2
4/6/2025 5:39:46 P.M.,41.8
4/6/2025 5:39:47 P.M.,42.5
4/6/2025 5:39:48 P.M.,43.2
4/6/2025 5:39:49 P.M.,44.0
4/6/2025 5:39:50 P.M.,44.5
4/6/2025 5:39:51 P.M.,45.2
