t,temp
0,19.4
1,19.4
2,19.4
3,19.4
4,19.4
5,19.4
6,19.4
7,21.1
8,22.7
9,26.3
10,28.0
11,27.2
12,26.9
13,27.8
14,29.6
15,30.5
16,30.5
17,30.1
18,30.8
19,33.0
20,35.3
21,35.6
22,34.5
23,35.7
24,37.0
25,37.2
26,37.2
27,38.1
28,39.4
29,40.1
30,39.6
31,39.5
32,41.7
33,45.7
34,48.3
35,48.7
36,47.9
37,46.1
38,44.0
39,44.8
40,47.7
41,51.1
42,52.3
43,52.2
44,52.3
45,52.4
46,51.5
47,50.6
48,53.2
49,56.2
50,57.6
51,58.0
52,57.9
53,57.7
54,57.7
55,58.4
56,59.3
57,60.1
58,60.3
59,60.5
60,63.2
61,64.3
62,66.2
63,66.4
64,64.7
65,62.8
66,63.2
67,66.3
68,67.3
69,70.0
70,70.9
71,72.4
72,73.1
73,71.9
74,70.9
75,72.2
76,73.7
77,74.3
78,74.0
79,71.9
80,68.9
81,66.1
82,63.7
83,62.5
84,61.8
85,61.1
86,58.1
87,57.1
88,56.1
89,55.9
90,57.0
91,57.9
92,56.0
93,53.9
94,52.0
95,50.8
96,50.5
97,49.9
98,49.3
99,48.8
100,48.3
101,47.8
102,48.7
103,48.1
104,46.5
105,45.6
106,44.2
107,42.9
108,41.6
109,40.4
110,40.4
111,40.4
112,39.3
113,38.7
114,37.7
115,36.7
116,35.7
117,35.5
118,35.9
119,36.1
120,35.2
121,33.9
122,33.5
123,32.7
124,32.0
125,31.3
126,30.7
127,30.1
128,29.5
129,28.7
130,28.3
131,28.0
132,27.6
133,27.1
134,26.8
135,26.4
136,26.0
137,25.7
138,25.3
139,22.8
140,21.7
141,20.1
142,20.0
143,20.2
144,20.3
145,19.9
146,19.0
147,18.7
148,18.0
149,15.9
150,14.0
151,13.7
152,14.3
153,14.7
154,15.1
155,15.2
156,12.8
157,11.5
158,9.2
159,7.7
160,7.1
161,7.2
162,8.2
163,8.8
164,8.7
165,6.4
166,5.3
167,3.3
168,2.4
169,2.8
170,3.5
171,3.2
172,1.9
173,-0.5
174,-0.9
175,-1.2
176,-0.8
177,-1.3
178,-1.8
179,-2.6
180,-3.6
181,-4.8
182,-6.1
183,-6.1
184,-5.7
185,-5.2
186,-5.7
187,-6.7
188,-7.6
189,-8.4
190,-9.1
191,-10.1
192,-10.4
193,-11.0
194,-11.5
195,-12.0
196,-12.4
197,-12.8
198,-13.1
199,-13.5
200,-13.8
201,-14.1
202,-14.4
203,-14.6
204,-14.8
205,-15.0
