t,temp
0,15.9
1,15.8
2,15.8
3,15.6
4,15.6
5,15.6
6,15.6
7,15.6
8,20.0
9,21.6
10,18.2
11,14.7
12,14.6
13,14.9
14,15.0
15,18.3
16,21.3
17,20.7
18,20.3
19,20.0
20,19.6
21,19.4
22,19.2
23,18.9
24,18.7
25,19.9
26,21.4
27,21.2
28,20.6
29,20.3
30,24.1
31,25.6
32,24.8
33,24.1
34,21.7
35,21.6
36,21.3
37,21.0
38,24.8
39,27.3
40,27.3
41,25.7
42,25.1
43,22.7
44,22.6
45,26.2
46,27.7
47,29.9
48,28.8
49,27.9
50,27.6
51,24.6
52,24.3
53,23.9
54,24.4
55,30.1
56,30.8
57,29.9
58,29.0
59,28.6
60,30.3
61,30.1
62,31.3
63,30.2
64,29.4
65,28.9
66,28.2
67,33.0
68,31.7
69,30.6
70,29.7
71,31.8
72,30.9
73,30.0
74,32.4
75,33.8
76,32.6
77,31.5
78,30.8
79,35.6
80,37.1
81,35.6
82,34.3
83,33.2
84,32.1
85,31.4
86,36.1
87,37.6
88,36.1
89,34.8
90,33.6
91,33.2
92,34.6
93,33.5
94,37.9
95,39.3
96,37.6
97,36.2
98,35.0
99,34.1
100,38.3
101,42.4
102,40.8
103,39.1
104,37.7
105,36.8
106,40.3
107,42.2
108,42.7
109,41.4
110,37.7
111,36.9
112,41.1
113,41.8
114,45.7
115,44.3
116,42.5
117,40.8
118,39.3
119,38.8
120,44.2
121,45.8
122,46.0
123,44.6
124,42.8
125,41.2
126,45.1
127,46.3
128,44.3
129,42.5
130,43.1
131,44.4
132,48.0
133,48.8
134,47.8
135,45.1
136,45.2
137,44.3
138,47.4
139,50.7
140,48.8
141,47.1
142,45.2
143,45.3
144,48.9
145,50.1
146,47.9
147,48.3
148,49.6
149,50.0
150,47.9
151,46.7
152,46.5
153,52.0
154,51.7
155,53.5
156,51.1
157,49.8
158,47.8
159,52.0
160,53.2
161,54.6
162,51.2
163,49.9
164,49.7
165,54.1
166,56.7
167,57.6
168,54.7
169,53.8
170,53.1
171,51.0
172,51.6
173,51.5
174,56.3
175,56.2
176,57.3
177,54.9
178,52.6
179,51.3
180,54.9
181,57.4
182,58.4
183,60.9
184,58.0
185,56.4
186,53.1
187,54.8
188,56.0
189,60.0
190,59.9
191,59.5
192,61.4
193,61.4
194,59.5
195,57.2
196,56.2
197,54.9
198,58.8
199,60.2
200,62.3
201,62.6
202,62.9
203,62.5
204,58.5
205,58.0
206,60.6
207,63.6
208,64.3
209,65.6
210,63.1
211,62.5
212,61.5
213,63.1
214,65.1
215,65.8
216,67.5
217,68.6
218,65.3
219,61.2
220,61.6
221,62.9
222,64.5
223,61.6
224,58.9
225,56.9
226,59.7
227,62.1
228,64.0
229,65.4
230,62.4
231,59.6
232,57.1
233,55.3
234,57.6
235,58.4
236,60.3
237,57.8
238,54.7
239,55.6
240,53.8
241,57.7
242,56.9
243,56.8
244,56.0
245,57.0
246,54.9
247,54.8
248,52.5
249,53.6
250,57.4
251,56.4
252,53.9
253,55.6
254,54.6
255,52.2
256,51.9
257,51.1
258,49.0
259,52.2
260,55.2
261,55.3
262,51.9
263,50.7
264,49.1
265,51.3
266,50.5
267,51.1
268,50.5
269,49.2
270,47.3
271,45.0
272,46.4
273,50.0
274,50.0
275,51.0
276,49.1
277,46.4
278,45.7
279,46.0
280,49.7
281,48.1
282,46.1
283,44.3
284,45.5
285,48.5
286,47.4
287,45.4
288,43.7
289,44.8
290,43.1
291,41.5
292,42.0
293,44.3
294,47.2
295,45.9
296,44.1
297,42.4
298,40.9
299,41.3
300,42.8
301,42.2
302,40.6
303,39.2
304,42.9
305,41.8
306,43.3
307,41.5
308,40.0
309,38.6
310,37.3
311,38.4
312,40.4
313,39.2
314,42.1
315,41.7
316,40.1
317,38.6
318,37.3
319,36.1
320,35.2
321,34.1
322,37.5
323,40.4
324,41.5
325,39.8
326,38.3
327,37.3
328,36.0
329,34.9
