Date/Time,999 [°C]
18/6/2025 4:05:53 P.M.,18.9
18/6/2025 4:05:54 P.M.,18.9
18/6/2025 4:05:55 P.M.,18.9
18/6/2025 4:05:56 P.M.,18.9
18/6/2025 4:05:57 P.M.,18.9
18/6/2025 4:05:58 P.M.,18.9
18/6/2025 4:05:59 P.M.,18.9
18/6/2025 4:06:00 P.M.,18.9
18/6/2025 4:06:01 P.M.,18.9
18/6/2025 4:06:02 P.M.,18.9
18/6/2025 4:06:03 P.M.,20.1
18/6/2025 4:06:04 P.M.,23.7
18/6/2025 4:06:05 P.M.,27.6
18/6/2025 4:06:06 P.M.,29.0
18/6/2025 4:06:07 P.M.,28.4
18/6/2025 4:06:08 P.M.,27.7
18/6/2025 4:06:09 P.M.,27.1
18/6/2025 4:06:10 P.M.,26.8
18/6/2025 4:06:11 P.M.,28.4
18/6/2025 4:06:12 P.M.,30.1
18/6/2025 4:06:13 P.M.,30.5
18/6/2025 4:06:14 P.M.,30.7
18/6/2025 4:06:15 P.M.,32.2
18/6/2025 4:06:16 P.M.,34.3
18/6/2025 4:06:17 P.M.,35.6
18/6/2025 4:06:18 P.M.,36.3
18/6/2025 4:06:19 P.M.,35.5
18/6/2025 4:06:20 P.M.,34.5
18/6/2025 4:06:21 P.M.,33.8
18/6/2025 4:06:22 P.M.,34.8
18/6/2025 4:06:23 P.M.,36.9
18/6/2025 4:06:24 P.M.,39.0
18/6/2025 4:06:25 P.M.,40.3
18/6/2025 4:06:26 P.M.,40.3
18/6/2025 4:06:27 P.M.,39.9
18/6/2025 4:06:28 P.M.,39.6
18/6/2025 4:06:29 P.M.,40.2
18/6/2025 4:06:30 P.M.,42.1
18/6/2025 4:06:31 P.M.,45.3
18/6/2025 4:06:32 P.M.,46.7
18/6/2025 4:06:33 P.M.,46.1
18/6/2025 4:06:34 P.M.,44.4
18/6/2025 4:06:35 P.M.,43.0
18/6/2025 4:06:36 P.M.,42.8
18/6/2025 4:06:37 P.M.,44.3
18/6/2025 4:06:38 P.M.,46.8
18/6/2025 4:06:39 P.M.,50.0
18/6/2025 4:06:40 P.M.,52.1
18/6/2025 4:06:41 P.M.,52.0
18/6/2025 4:06:42 P.M.,50.2
18/6/2025 4:06:43 P.M.,48.9
18/6/2025 4:06:44 P.M.,48.9
18/6/2025 4:06:45 P.M.,50.7
18/6/2025 4:06:46 P.M.,53.2
18/6/2025 4:06:47 P.M.,55.1
18/6/2025 4:06:48 P.M.,54.9
18/6/2025 4:06:49 P.M.,53.1
18/6/2025 4:06:50 P.M.,52.7
18/6/2025 4:06:51 P.M.,54.3
18/6/2025 4:06:52 P.M.,56.8
18/6/2025 4:06:53 P.M.,59.0
18/6/2025 4:06:54 P.M.,59.6
18/6/2025 4:06:55 P.M.,58.4
18/6/2025 4:06:56 P.M.,57.5
18/6/2025 4:06:57 P.M.,58.6
18/6/2025 4:06:58 P.M.,60.3
18/6/2025 4:06:59 P.M.,61.4
18/6/2025 4:07:00 P.M.,62.5
18/6/2025 4:07:01 P.M.,62.9
18/6/2025 4:07:02 P.M.,62.0
18/6/2025 4:07:03 P.M.,61.8
18/6/2025 4:07:04 P.M.,63.4
18/6/2025 4:07:05 P.M.,65.1
18/6/2025 4:07:06 P.M.,66.6
18/6/2025 4:07:07 P.M.,66.6
18/6/2025 4:07:08 P.M.,66.3
18/6/2025 4:07:09 P.M.,66.6
18/6/2025 4:07:10 P.M.,68.2
18/6/2025 4:07:11 P.M.,69.4
18/6/2025 4:07:12 P.M.,70.1
18/6/2025 4:07:13 P.M.,70.4
18/6/2025 4:07:14 P.M.,70.3
18/6/2025 4:07:15 P.M.,69.3
18/6/2025 4:07:16 P.M.,66.8
18/6/2025 4:07:17 P.M.,64.1
18/6/2025 4:07:18 P.M.,61.7
18/6/2025 4:07:19 P.M.,60.8
18/6/2025 4:07:20 P.M.,60.4
18/6/2025 4:07:21 P.M.,59.5
18/6/2025 4:07:22 P.M.,57.3
18/6/2025 4:07:23 P.M.,56.2
18/6/2025 4:07:24 P.M.,55.1
18/6/2025 4:07:25 P.M.,54.0
18/6/2025 4:07:26 P.M.,53.1
18/6/2025 4:07:27 P.M.,53.7
18/6/2025 4:07:28 P.M.,53.7
18/6/2025 4:07:29 P.M.,53.1
18/6/2025 4:07:30 P.M.,51.3
18/6/2025 4:07:31 P.M.,50.4
18/6/2025 4:07:32 P.M.,50.7
18/6/2025 4:07:33 P.M.,50.4
18/6/2025 4:07:34 P.M.,49.6
18/6/2025 4:07:35 P.M.,48.8
18/6/2025 4:07:36 P.M.,48.2
18/6/2025 4:07:37 P.M.,46.6
18/6/2025 4:07:38 P.M.,45.6
18/6/2025 4:07:39 P.M.,45.2
18/6/2025 4:07:40 P.M.,44.8
18/6/2025 4:07:41 P.M.,43.9
18/6/2025 4:07:42 P.M.,43.5
18/6/2025 4:07:43 P.M.,43.2
18/6/2025 4:07:44 P.M.,42.0
18/6/2025 4:07:45 P.M.,40.7
18/6/2025 4:07:46 P.M.,39.5
18/6/2025 4:07:47 P.M.,38.4
18/6/2025 4:07:48 P.M.,37.8
18/6/2025 4:07:49 P.M.,39.3
18/6/2025 4:07:50 P.M.,41.4
18/6/2025 4:07:51 P.M.,41.7
18/6/2025 4:07:52 P.M.,40.3
18/6/2025 4:07:53 P.M.,39.1
18/6/2025 4:07:54 P.M.,38.0
18/6/2025 4:07:55 P.M.,37.0
18/6/2025 4:07:56 P.M.,36.0
18/6/2025 4:07:57 P.M.,35.1
18/6/2025 4:07:58 P.M.,34.3
18/6/2025 4:07:59 P.M.,33.5
18/6/2025 4:08:00 P.M.,32.7
18/6/2025 4:08:01 P.M.,32.0
18/6/2025 4:08:02 P.M.,31.3
18/6/2025 4:08:03 P.M.,30.7
18/6/2025 4:08:04 P.M.,30.1
18/6/2025 4:08:05 P.M.,29.5
18/6/2025 4:08:06 P.M.,29.0
18/6/2025 4:08:07 P.M.,28.5
18/6/2025 4:08:08 P.M.,28.0
18/6/2025 4:08:09 P.M.,27.6
18/6/2025 4:08:10 P.M.,27.1
18/6/2025 4:08:11 P.M.,26.7
18/6/2025 4:08:12 P.M.,26.3
18/6/2025 4:08:13 P.M.,25.9
18/6/2025 4:08:14 P.M.,25.6
18/6/2025 4:08:15 P.M.,25.3
18/6/2025 4:08:16 P.M.,24.7
18/6/2025 4:08:17 P.M.,23.6
18/6/2025 4:08:18 P.M.,22.1
18/6/2025 4:08:19 P.M.,21.4
18/6/2025 4:08:20 P.M.,21.1
18/6/2025 4:08:21 P.M.,20.5
18/6/2025 4:08:22 P.M.,19.9
18/6/2025 4:08:23 P.M.,20.0
18/6/2025 4:08:24 P.M.,19.4
18/6/2025 4:08:25 P.M.,18.9
18/6/2025 4:08:26 P.M.,17.9
18/6/2025 4:08:27 P.M.,16.5
18/6/2025 4:08:28 P.M.,15.2
18/6/2025 4:08:29 P.M.,15.3
18/6/2025 4:08:30 P.M.,15.5
18/6/2025 4:08:31 P.M.,14.5
18/6/2025 4:08:32 P.M.,13.1
18/6/2025 4:08:33 P.M.,12.4
18/6/2025 4:08:34 P.M.,12.1
18/6/2025 4:08:35 P.M.,11.0
18/6/2025 4:08:36 P.M.,10.5
18/6/2025 4:08:37 P.M.,10.8
18/6/2025 4:08:38 P.M.,11.5
18/6/2025 4:08:39 P.M.,11.8
18/6/2025 4:08:40 P.M.,11.1
18/6/2025 4:08:41 P.M.,9.2
18/6/2025 4:08:42 P.M.,7.2
18/6/2025 4:08:43 P.M.,6.1
18/6/2025 4:08:44 P.M.,5.7
18/6/2025 4:08:45 P.M.,6.1
18/6/2025 4:08:46 P.M.,6.1
18/6/2025 4:08:47 P.M.,5.5
18/6/2025 4:08:48 P.M.,4.5
18/6/2025 4:08:49 P.M.,4.0
18/6/2025 4:08:50 P.M.,3.0
18/6/2025 4:08:51 P.M.,2.2
18/6/2025 4:08:52 P.M.,1.9
18/6/2025 4:08:53 P.M.,1.4
18/6/2025 4:08:54 P.M.,0.3
18/6/2025 4:08:55 P.M.,0.0
18/6/2025 4:08:56 P.M.,-0.2
18/6/2025 4:08:57 P.M.,-1.0
18/6/2025 4:08:58 P.M.,-2.1
