Date/Time,999 [°C]
25/06/2025 16:48:44,19.0
25/06/2025 16:48:45,18.9
25/06/2025 16:48:46,19.0
25/06/2025 16:48:47,18.9
25/06/2025 16:48:48,18.9
25/06/2025 16:48:49,19.0
25/06/2025 16:48:50,18.9
25/06/2025 16:48:51,18.9
25/06/2025 16:48:52,19.0
25/06/2025 16:48:53,19.0
25/06/2025 16:48:54,20.2
25/06/2025 16:48:55,21.9
25/06/2025 16:48:56,24.1
25/06/2025 16:48:57,25.4
25/06/2025 16:48:58,25.7
25/06/2025 16:48:59,25.0
25/06/2025 16:49:00,24.5
25/06/2025 16:49:01,24.3
25/06/2025 16:49:02,24.9
25/06/2025 16:49:03,26.7
25/06/2025 16:49:04,28.2
25/06/2025 16:49:05,28.9
25/06/2025 16:49:06,29.2
25/06/2025 16:49:07,29.4
25/06/2025 16:49:08,29.4
25/06/2025 16:49:09,29.6
25/06/2025 16:49:10,30.8
25/06/2025 16:49:11,32.4
25/06/2025 16:49:12,33.5
25/06/2025 16:49:13,34.1
25/06/2025 16:49:14,34.2
25/06/2025 16:49:15,33.8
25/06/2025 16:49:16,34.5
25/06/2025 16:49:17,36.1
25/06/2025 16:49:18,37.4
25/06/2025 16:49:19,38.0
25/06/2025 16:49:20,38.0
25/06/2025 16:49:21,38.0
25/06/2025 16:49:22,38.0
25/06/2025 16:49:23,39.1
25/06/2025 16:49:24,40.9
25/06/2025 16:49:25,42.0
25/06/2025 16:49:26,42.4
25/06/2025 16:49:27,42.3
25/06/2025 16:49:28,42.3
25/06/2025 16:49:29,43.1
25/06/2025 16:49:30,44.2
25/06/2025 16:49:31,46.1
25/06/2025 16:49:32,47.1
25/06/2025 16:49:33,48.0
25/06/2025 16:49:34,47.7
25/06/2025 16:49:35,47.1
25/06/2025 16:49:36,46.5
25/06/2025 16:49:37,46.6
25/06/2025 16:49:38,47.6
25/06/2025 16:49:39,49.5
25/06/2025 16:49:40,51.0
25/06/2025 16:49:41,52.5
25/06/2025 16:49:42,53.1
25/06/2025 16:49:43,53.4
25/06/2025 16:49:44,52.8
25/06/2025 16:49:45,53.4
25/06/2025 16:49:46,54.6
25/06/2025 16:49:47,56.3
25/06/2025 16:49:48,57.2
25/06/2025 16:49:49,57.3
25/06/2025 16:49:50,56.8
25/06/2025 16:49:51,56.8
25/06/2025 16:49:52,57.1
25/06/2025 16:49:53,58.6
25/06/2025 16:49:54,59.7
25/06/2025 16:49:55,60.9
25/06/2025 16:49:56,61.8
25/06/2025 16:49:57,61.6
25/06/2025 16:49:58,60.6
25/06/2025 16:49:59,59.1
25/06/2025 16:50:00,57.8
